lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
363/2000,0.1815,1/10,2762/3887,0.71057370722922562,0.710573707229225623874453305891432981733985078466683817854386,0.710573707229225623874453305891432981733985078466683817854387,0.72310411231632311,0.723104112316323113652155602253988365698269157717675116937085,0.723104112316323113652155602253988365698269157717675116937086,0.012530405087097490,0.012530405087097489777702296362555383964284079250991299082699,0.012530405087097489777702296362555383964284079250991299082700,18/289,0.011304498269896194,0.011304498269896193771626297577854671280276816608996539792387,0.011304498269896193771626297577854671280276816608996539792388,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
91/500,0.182,1/10,2761/3886,0.71049922799794133,0.710499227997941327843540916109109624292331446217189912506433,0.710499227997941327843540916109109624292331446217189912506434,0.72306785798983426,0.723067857989834260541959726847833399185943452773106131068087,0.723067857989834260541959726847833399185943452773106131068088,0.012568629991892933,0.012568629991892932698418810738723774893612006555916218561654,0.012568629991892932698418810738723774893612006555916218561655,18/289,0.011335640138408304,0.011335640138408304498269896193771626297577854671280276816608,0.011335640138408304498269896193771626297577854671280276816609,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
73/400,0.1825,1/10,184/259,0.71042471042471042,0.710424710424710424710424710424710424710424710424710424710424,0.710424710424710424710424710424710424710424710424710424710425,0.72303158759984469,0.723031587599844690943878737606445905311111435217373360369164,0.723031587599844690943878737606445905311111435217373360369165,0.012606877175134266,0.012606877175134266233454027181735480600686724792662935658739,0.012606877175134266233454027181735480600686724792662935658740,18/289,0.011366782006920415,0.011366782006920415224913494809688581314878892733564013840830,0.011366782006920415224913494809688581314878892733564013840831,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
183/1000,0.183,1/10,2759/3884,0.71035015447991761,0.710350154479917610710607621009268795056642636457260556127703,0.710350154479917610710607621009268795056642636457260556127704,0.72299530113388990,0.722995301133889896658686335160013775847565051186484220109449,0.722995301133889896658686335160013775847565051186484220109450,0.012645146653972286,0.012645146653972285948078714150744980790922414729223663981746,0.012645146653972285948078714150744980790922414729223663981747,18/289,0.011397923875432526,0.011397923875432525951557093425605536332179930795847750865051,0.011397923875432525951557093425605536332179930795847750865052,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
367/2000,0.1835,1/10,2758/3883,0.71027556013391707,0.710275560133917074426989441153747102755601339170744269894411,0.710275560133917074426989441153747102755601339170744269894412,0.72295899857949144,0.722958998579491439660947467844188574655957427304019978501045,0.722958998579491439660947467844188574655957427304019978501046,0.012683438445574365,0.012683438445574365233958026690441471900356088133275708606634,0.012683438445574365233958026690441471900356088133275708606635,18/289,0.011429065743944637,0.011429065743944636678200692041522491349480968858131487889273,0.011429065743944636678200692041522491349480968858131487889274,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
23/125,0.184,1/10,919/1294,0.71020092735703246,0.710200927357032457496136012364760432766615146831530139103554,0.710200927357032457496136012364760432766615146831530139103555,0.72292267992415693,0.722922679924156931703365315808690296135679122282780388294830,0.722922679924156931703365315808690296135679122282780388294831,0.012721752567124474,0.012721752567124474207229303443929863369063975451250249191275,0.012721752567124474207229303443929863369063975451250249191276,18/289,0.011460207612456747,0.011460207612456747404844290657439446366782006920415224913494,0.011460207612456747404844290657439446366782006920415224913495,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
369/2000,0.1845,1/10,2756/3881,0.71012625611955682,0.710126256119556815253800566864210255088894614790002576655501,0.710126256119556815253800566864210255088894614790002576655502,0.72288634515538001,0.722886345155380013884128370870996651766713655334965106871505,0.722886345155380013884128370870996651766713655334965106871506,0.012760089035823199,0.012760089035823198630327804006786396677819040544962530216004,0.012760089035823198630327804006786396677819040544962530216005,18/289,0.011491349480968858,0.011491349480968858131487889273356401384083044982698961937716,0.011491349480968858131487889273356401384083044982698961937717,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
37/200,0.185,1/10,551/776,0.71005154639175258,0.710051546391752577319587628865979381443298969072164948453608,0.710051546391752577319587628865979381443298969072164948453609,0.72284999426064034,0.722849994260640336177177453515254008353694460422341725016033,0.722849994260640336177177453515254008353694460422341725016034,0.012798447868887759,0.012798447868887758857589824649274626910395491350176776562425,0.012798447868887758857589824649274626910395491350176776562426,18/289,0.011522491349480969,0.011522491349480968858131487889273356401384083044982698961937,0.011522491349480968858131487889273356401384083044982698961938,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
371/2000,0.1855,1/10,306/431,0.70997679814385151,0.709976798143851508120649651972157772621809744779582366589327,0.709976798143851508120649651972157772621809744779582366589328,0.72281362722740354,0.722813627227403536925312306384194178170476291109650658003420,0.722813627227403536925312306384194178170476291109650658003421,0.012836829083552029,0.012836829083552028804662654412036405548666546330068291414093,0.012836829083552028804662654412036405548666546330068291414094,18/289,0.011553633217993080,0.011553633217993079584775086505190311418685121107266435986159,0.011553633217993079584775086505190311418685121107266435986160,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
93/500,0.186,1/10,2753/3878,0.70990201134605467,0.709902011346054667354306343476018566271273852501289324394017,0.709902011346054667354306343476018566271273852501289324394018,0.72277724404312122,0.722777244043121222296057200978314584059458734576732553391463,0.722777244043121222296057200978314584059458734576732553391464,0.012875232697066555,0.012875232697066554941750857502296017788184882075443228997445,0.012875232697066554941750857502296017788184882075443228997446,18/289,0.011584775086505190,0.011584775086505190311418685121107266435986159169550173010380,0.011584775086505190311418685121107266435986159169550173010381,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
373/2000,0.1865,1/10,2752/3877,0.70982718596853237,0.709827185968532370389476399277792107299458344080474593758060,0.709827185968532370389476399277792107299458344080474593758061,0.72274084469523095,0.722740844695230945700204791059999789912863418899698232431987,0.722740844695230945700204791059999789912863418899698232431988,0.012913658726698575,0.012913658726698575310728391782207682613405074819223638673927,0.012913658726698575310728391782207682613405074819223638673928,18/289,0.011615916955017301,0.011615916955017301038062283737024221453287197231833910034602,0.011615916955017301038062283737024221453287197231833910034603,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
187/1000,0.187,1/10,917/1292,0.70975232198142415,0.709752321981424148606811145510835913312693498452012383900928,0.709752321981424148606811145510835913312693498452012383900929,0.72270442917115619,0.722704429171156187172957242458744148719599225807505906821284,0.722704429171156187172957242458744148719599225807505906821285,0.012952107189732039,0.012952107189732038566146096947908235406905727355493522920355,0.012952107189732038566146096947908235406905727355493522920356,18/289,0.011647058823529412,0.011647058823529411764705882352941176470588235294117647058823,0.011647058823529411764705882352941176470588235294117647058824,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
3/16,0.1875,1/10,22/31,0.70967741935483871,0.709677419354838709677419354838709677419354838709677419354838,0.709677419354838709677419354838709677419354838709677419354839,0.72266799745830633,0.722667997458306332717583464585285751329487684640664878651904,0.722667997458306332717583464585285751329487684640664878651905,0.012990578103467623,0.012990578103467623040164109746576073910132845930987459297066,0.012990578103467623040164109746576073910132845930987459297067,18/289,0.011678200692041522,0.011678200692041522491349480968858131487889273356401384083044,0.011678200692041522491349480968858131487889273356401384083045,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
47/250,0.188,1/10,2749/3874,0.70960247805885390,0.709602478058853897780072276716572018585441404233350542075374,0.709602478058853897780072276716572018585441404233350542075375,0.72263154954407665,0.722631549544076653611511063985381532284198214388905077520300,0.722631549544076653611511063985381532284198214388905077520301,0.013029071485222756,0.013029071485222755831438787268809513698756810155554535444926,0.013029071485222755831438787268809513698756810155554535444927,18/289,0.011709342560553633,0.011709342560553633217993079584775086505190311418685121107266,0.011709342560553633217993079584775086505190311418685121107267,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
377/2000,0.1885,1/10,916/1291,0.70952749806351665,0.709527498063516653756777691711851278079008520526723470178156,0.709527498063516653756777691711851278079008520526723470178157,0.72259508541584829,0.722595085415848285674771434696236048810755891774858379012637,0.722595085415848285674771434696236048810755891774858379012638,0.013067587352331632,0.013067587352331631917993742984384770731747371248134908834481,0.013067587352331631917993742984384770731747371248134908834482,18/289,0.011740484429065744,0.011740484429065743944636678200692041522491349480968858131487,0.011740484429065743944636678200692041522491349480968858131488,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
189/1000,0.189,1/10,2747/3872,0.70945247933884298,0.709452479338842975206611570247933884297520661157024793388429,0.709452479338842975206611570247933884297520661157024793388430,0.72255860506098821,0.722558605060988208500716194008328983986486102655143157143361,0.722558605060988208500716194008328983986486102655143157143362,0.013106125722145233,0.013106125722145233294104623760395099688965441498118363754931,0.013106125722145233294104623760395099688965441498118363754932,18/289,0.011771626297577855,0.011771626297577854671280276816608996539792387543252595155709,0.011771626297577854671280276816608996539792387543252595155710,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
379/2000,0.1895,1/10,2746/3871,0.70937742185481788,0.709377421854817876517695685869284422629811418238181348488762,0.709377421854817876517695685869284422629811418238181348488763,0.72252210846684922,0.722522108466849224648922965480648840959147653789222684436369,0.722522108466849224648922965480648840959147653789222684436370,0.013144686612031348,0.013144686612031348131227279611364418329336235551041335947607,0.013144686612031348131227279611364418329336235551041335947608,18/289,0.011802768166089965,0.011802768166089965397923875432525951557093425605536332179930,0.011802768166089965397923875432525951557093425605536332179931,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
19/100,0.19,1/10,61/86,0.70930232558139535,0.709302325581395348837209302325581395348837209302325581395348,0.709302325581395348837209302325581395348837209302325581395349,0.72248559562076994,0.722485595620769938800208303706205687678751626731813655759005,0.722485595620769938800208303706205687678751626731813655759006,0.013183270039374590,0.013183270039374589962999001380624292329914417429488074363656,0.013183270039374589962999001380624292329914417429488074363657,18/289,0.011833910034602076,0.011833910034602076124567474048442906574394463667820069204152,0.011833910034602076124567474048442906574394463667820069204153,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
381/2000,0.1905,1/10,2744/3869,0.70922719048849832,0.709227190488498319979322822434737658309640734039803566813130,0.709227190488498319979322822434737658309640734039803566813131,0.72244906651007474,0.722449066510074736873665347375230339189847214486392915022615,0.722449066510074736873665347375230339189847214486392915022616,0.013221876021576417,0.013221876021576416894342524940492680880206480446589348209485,0.013221876021576416894342524940492680880206480446589348209486,18/289,0.011865051903114187,0.011865051903114186851211072664359861591695501730103806228373,0.011865051903114186851211072664359861591695501730103806228374,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
191/1000,0.191,1/10,2743/3868,0.70915201654601861,0.709152016546018614270941054808686659772492244053774560496380,0.709152016546018614270941054808686659772492244053774560496381,0.72241252112207377,0.722412521122073765105643578633730220579243511279701773429938,0.722412521122073765105643578633730220579243511279701773429939,0.013260504576055151,0.013260504576055150834702523825043560806751267225927212933557,0.013260504576055150834702523825043560806751267225927212933558,18/289,0.011896193771626298,0.011896193771626297577854671280276816608996539792387543252595,0.011896193771626297577854671280276816608996539792387543252596,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
383/2000,0.1915,1/10,914/1289,0.70907680372381691,0.709076803723816912335143522110162916989914662529092319627618,0.709076803723816912335143522110162916989914662529092319627619,0.72237595944406291,0.722375959444062909090587857583115539129553075179229062469521,0.722375959444062909090587857583115539129553075179229062469522,0.013299155720245997,0.013299155720245996755444335472952622139638412650136742841903,0.013299155720245996755444335472952622139638412650136742841904,18/289,0.011927335640138408,0.011927335640138408304498269896193771626297577854671280276816,0.011927335640138408304498269896193771626297577854671280276817,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
24/125,0.192,1/10,2741/3866,0.70900155199172271,0.709001551991722710812209001551991722710812209001551991722710,0.709001551991722710812209001551991722710812209001551991722711,0.72233938146332377,0.722339381463323772783653691010478489858887683634643152929562,0.722339381463323772783653691010478489858887683634643152929563,0.013337829471601062,0.013337829471601061971444689458486767148075474633091161206851,0.013337829471601061971444689458486767148075474633091161206852,18/289,0.011958477508650519,0.011958477508650519031141868512110726643598615916955017301038,0.011958477508650519031141868512110726643598615916955017301039,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
77/400,0.1925,1/10,548/773,0.70892626131953428,0.708926261319534282018111254851228978007761966364812419146183,0.708926261319534282018111254851228978007761966364812419146184,0.72230278716712366,0.722302787167123657465015484076841157175975183449521933482052,0.722302787167123657465015484076841157175975183449521933482053,0.013376525847589375,0.013376525847589375446904229225612179168213217084709514335868,0.013376525847589375446904229225612179168213217084709514335869,18/289,0.011989619377162630,0.011989619377162629757785467128027681660899653979238754325259,0.011989619377162629757785467128027681660899653979238754325260,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
193/1000,0.193,1/10,913/1288,0.70885093167701863,0.708850931677018633540372670807453416149068322981366459627329,0.708850931677018633540372670807453416149068322981366459627330,0.72226617654271554,0.722266176542715540665784312720315613620345891149716769769771,0.722266176542715540665784312720315613620345891149716769769772,0.013415244865696907,0.013415244865696907125411641912862197471277568168350310142442,0.013415244865696907125411641912862197471277568168350310142443,18/289,0.012020761245674740,0.012020761245674740484429065743944636678200692041522491349480,0.012020761245674740484429065743944636678200692041522491349481,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
387/2000,0.1935,1/10,2738/3863,0.70877556303391147,0.708775563033911467771162309086202433341962205539735956510484,0.708775563033911467771162309086202433341962205539735956510485,0.72222954957733806,0.722229549577338055055451542950666407317354538621818601224368,0.722229549577338055055451542950666407317354538621818601224369,0.013453986543426587,0.013453986543426587284289233864463973975392333082082644713884,0.013453986543426587284289233864463973975392333082082644713885,18/289,0.012051903114186851,0.012051903114186851211072664359861591695501730103806228373702,0.012051903114186851211072664359861591695501730103806228373703,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
97/500,0.194,1/10,2737/3862,0.70870015535991714,0.708700155359917141377524598653547384774728120145002589331952,0.708700155359917141377524598653547384774728120145002589331953,0.72219290625821547,0.722192906258215467290774411019247993348162563029940695525328,0.722192906258215467290774411019247993348162563029940695525329,0.013492750898298326,0.013492750898298325913249812365700608573434442884938106193375,0.013492750898298325913249812365700608573434442884938106193376,18/289,0.012083044982698962,0.012083044982698961937716262975778546712802768166089965397923,0.012083044982698961937716262975778546712802768166089965397924,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
389/2000,0.1945,1/10,304/429,0.70862470862470862,0.708624708624708624708624708624708624708624708624708624708624,0.708624708624708624708624708624708624708624708624708624708625,0.72215624657255766,0.722156246572557656826019465641717360652389935119498485004243,0.722156246572557656826019465641717360652389935119498485004244,0.013531537947849032,0.013531537947849032117394757017008735943765226494789860295618,0.013531537947849032117394757017008735943765226494789860295619,18/289,0.012114186851211073,0.012114186851211072664359861591695501730103806228373702422145,0.012114186851211072664359861591695501730103806228373702422146,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
39/200,0.195,1/10,547/772,0.70854922279792746,0.708549222797927461139896373056994818652849740932642487046632,0.708549222797927461139896373056994818652849740932642487046633,0.72211957050756009,0.722119570507560094684479560028297606291040931079830288734727,0.722119570507560094684479560028297606291040931079830288734728,0.013570347709632634,0.013570347709632633544583186971302787638191190147187801688094,0.013570347709632633544583186971302787638191190147187801688095,18/289,0.012145328719723183,0.012145328719723183391003460207612456747404844290657439446366,0.012145328719723183391003460207612456747404844290657439446367,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
391/2000,0.1955,1/10,2734/3859,0.70847369784918373,0.708473697849183726353977714433791137600414615185281160922518,0.708473697849183726353977714433791137600414615185281160922519,0.72208287805040382,0.722082878050403822191179867435686766291089694633382387558395,0.722082878050403822191179867435686766291089694633382387558396,0.013609180201220096,0.013609180201220095837202153001895628690675079448101226635876,0.013609180201220095837202153001895628690675079448101226635877,18/289,0.012176470588235294,0.012176470588235294117647058823529411764705882352941176470588,0.012176470588235294117647058823529411764705882352941176470589,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
49/250,0.196,1/10,911/1286,0.70839813374805599,0.708398133748055987558320373250388802488335925349922239502332,0.708398133748055987558320373250388802488335925349922239502333,0.72204616918825543,0.722046169188255429666688179293955834023424783683679565055555,0.722046169188255429666688179293955834023424783683679565055556,0.013648035440199442,0.013648035440199442108367806043567031535088858333757325553222,0.013648035440199442108367806043567031535088858333757325553223,18/289,0.012207612456747405,0.012207612456747404844290657439446366782006920415224913494809,0.012207612456747404844290657439446366782006920415224913494810,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
393/2000,0.1965,1/10,2732/3857,0.70832253046409126,0.708322530464091262639357013222711952294529427015815400570391,0.708322530464091262639357013222711952294529427015815400570392,0.72200944390826704,0.722009443908267035081944529678941315236602358408448115125080,0.722009443908267035081944529678941315236602358408448115125081,0.013686913444175772,0.013686913444175772442587516456229362942072931392632714554689,0.013686913444175772442587516456229362942072931392632714554690,18/289,0.012238754325259516,0.012238754325259515570934256055363321799307958477508650519031,0.012238754325259515570934256055363321799307958477508650519032,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
197/1000,0.197,1/10,2731/3856,0.70824688796680498,0.708246887966804979253112033195020746887966804979253112033195,0.708246887966804979253112033195020746887966804979253112033196,0.72197270219757626,0.721972702197576262674024973993684311600423933635925663909873,0.721972702197576262674024973993684311600423933635925663909874,0.013725814230771283,0.013725814230771283420912940798663564712457128656672551876678,0.013725814230771283420912940798663564712457128656672551876679,18/289,0.012269896193771626,0.012269896193771626297577854671280276816608996539792387543252,0.012269896193771626297577854671280276816608996539792387543253,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
79/400,0.1975,1/10,182/257,0.70817120622568093,0.708171206225680933852140077821011673151750972762645914396887,0.708171206225680933852140077821011673151750972762645914396888,0.72193594404330622,0.721935944043306221522754133189366086982239993869367983714462,0.721935944043306221522754133189366086982239993869367983714463,0.013764737817625288,0.013764737817625287670614055368354413830489021106722069317575,0.013764737817625287670614055368354413830489021106722069317576,18/289,0.012301038062283737,0.012301038062283737024221453287197231833910034602076124567474,0.012301038062283737024221453287197231833910034602076124567475,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
99/500,0.198,1/10,2729/3854,0.70809548521017125,0.708095485210171250648676699532952776336274001037882719252724,0.708095485210171250648676699532952776336274001037882719252725,0.72189916943256548,0.721899169432565484088080897694898085531211048022948529300395,0.721899169432565484088080897694898085531211048022948529300396,0.013803684222394233,0.013803684222394233439404198161945309194937046985065810047671,0.013803684222394233439404198161945309194937046985065810047672,18/289,0.012332179930795848,0.012332179930795847750865051903114186851211072664359861591695,0.012332179930795847750865051903114186851211072664359861591696,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
397/2000,0.1985,1/10,2728/3853,0.70801972488969634,0.708019724889696340513885284194134440695561899818323384375811,0.708019724889696340513885284194134440695561899818323384375812,0.72186237835244806,0.721862378352448064708131467432793779284032314846714782568264,0.721862378352448064708131467432793779284032314846714782568265,0.013842653462751724,0.013842653462751724194246183238659338588470415028391398192453,0.013842653462751724194246183238659338588470415028391398192454,18/289,0.012363321799307958,0.012363321799307958477508650519031141868512110726643598615916,0.012363321799307958477508650519031141868512110726643598615917,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
199/1000,0.199,1/10,303/428,0.70794392523364486,0.707943925233644859813084112149532710280373831775700934579439,0.707943925233644859813084112149532710280373831775700934579440,0.72182557079003340,0.721825570790033398057853685875124445748128223764361692623102,0.721825570790033398057853685875124445748128223764361692623103,0.013881645556388538,0.013881645556388538244769573725591735467754391988660758043663,0.013881645556388538244769573725591735467754391988660758043664,18/289,0.012394463667820069,0.012394463667820069204152249134948096885813148788927335640138,0.012394463667820069204152249134948096885813148788927335640139,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
399/2000,0.1995,1/10,2726/3851,0.70786808621137367,0.707868086211373669176837185146715138924954557257855102570760,0.707868086211373669176837185146715138924954557257855102570761,0.72178874673238632,0.721788746732386317568166407035177482530576261680069902279585,0.721788746732386317568166407035177482530576261680069902279586,0.013920660521012648,0.013920660521012648391329221888462343605621704422214799708824,0.013920660521012648391329221888462343605621704422214799708825,18/289,0.012425605536332180,0.012425605536332179930795847750865051903114186851211072664359,0.012425605536332179930795847750865051903114186851211072664360,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
1/5,0.2,1/10,109/154,0.70779220779220779,0.707792207792207792207792207792207792207792207792207792207792,0.707792207792207792207792207792207792207792207792207792207793,0.72175190616655703,0.721751906166557033805527414595823146078721427616370028007566,0.721751906166557033805527414595823146078721427616370028007567,0.013959698374349242,0.013959698374349241597735206803615353870929219824162235799774,0.013959698374349241597735206803615353870929219824162235799775,18/289,0.012456747404844291,0.012456747404844290657439446366782006920415224913494809688581,0.012456747404844290657439446366782006920415224913494809688582,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
401/2000,0.2005,1/10,908/1283,0.70771628994544037,0.707716289945440374123148869836321122369446609508963367108339,0.707716289945440374123148869836321122369446609508963367108340,0.72171504907958111,0.721715049079581112811833192042475134421224140823251009453830,0.721715049079581112811833192042475134421224140823251009453831,0.013998759134140739,0.013998759134140738688684322206154012051777531314287642345490,0.013998759134140738688684322206154012051777531314287642345491,18/289,0.012487889273356401,0.012487889273356401384083044982698961937716262975778546712802,0.012487889273356401384083044982698961937716262975778546712803,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
201/1000,0.201,1/10,2723/3848,0.70764033264033264,0.707640332640332640332640332640332640332640332640332640332640,0.707640332640332640332640332640332640332640332640332640332641,0.72167817545847945,0.721678175458479454404563621694816158853723743357975557719713,0.721678175458479454404563621694816158853723743357975557719714,0.014037842818146814,0.014037842818146814071923289054483518521083410717642917387073,0.014037842818146814071923289054483518521083410717642917387074,18/289,0.012519031141868512,0.012519031141868512110726643598615916955017301038062283737024,0.012519031141868512110726643598615916955017301038062283737025,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
403/2000,0.2015,1/10,2722/3847,0.70756433584611385,0.707564335846113854951910579672472056147647517546139849233168,0.707564335846113854951910579672472056147647517546139849233169,0.72164128529025827,0.721641285290258270437084468915057936090559797577414523683366,0.721641285290258270437084468915057936090559797577414523683367,0.014076949444144415,0.014076949444144415485173889242585879942912280031274674450198,0.014076949444144415485173889242585879942912280031274674450199,18/289,0.012550173010380623,0.012550173010380622837370242214532871972318339100346020761245,0.012550173010380622837370242214532871972318339100346020761246,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
101/500,0.202,1/10,907/1282,0.70748829953198128,0.707488299531981279251170046801872074882995319812792511700468,0.707488299531981279251170046801872074882995319812792511700469,0.72160437856190906,0.721604378561909063019020285509314649456475242175105372752575,0.721604378561909063019020285509314649456475242175105372752576,0.014116079029927784,0.014116079029927783767850238707442574573479922362312861052107,0.014116079029927783767850238707442574573479922362312861052108,18/289,0.012581314878892734,0.012581314878892733564013840830449826989619377162629757785467,0.012581314878892733564013840830449826989619377162629757785468,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
81/400,0.2025,1/10,544/769,0.70741222366710013,0.707412223667100130039011703511053315994798439531859557867360,0.707412223667100130039011703511053315994798439531859557867361,0.72156745526040860,0.721567455260408602696610143430581013488616976121177126651835,0.721567455260408602696610143430581013488616976121177126651836,0.014155231593308473,0.014155231593308472657598439919527697493818536589317568784475,0.014155231593308472657598439919527697493818536589317568784476,18/289,0.012612456747404844,0.012612456747404844290657439446366782006920415224913494809688,0.012612456747404844290657439446366782006920415224913494809689,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
203/1000,0.203,1/10,2719/3844,0.70733610822060354,0.707336108220603537981269510926118626430801248699271592091571,0.707336108220603537981269510926118626430801248699271592091572,0.72153051537271891,0.721530515372718906592958386334704107962248940886260944794757,0.721530515372718906592958386334704107962248940886260944794758,0.014194407152115369,0.014194407152115368611688875408585481531447692186989352703185,0.014194407152115368611688875408585481531447692186989352703186,18/289,0.012643598615916955,0.012643598615916955017301038062283737024221453287197231833910,0.012643598615916955017301038062283737024221453287197231833911,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
407/2000,0.2035,1/10,302/427,0.70725995316159251,0.707259953161592505854800936768149882903981264637002341920374,0.707259953161592505854800936768149882903981264637002341920375,0.72149355888578722,0.721493558885787216508092362332497910166283478712466780050133,0.721493558885787216508092362332497910166283478712466780050134,0.014233605724194711,0.014233605724194710653291425564348027262302214075464438129758,0.014233605724194710653291425564348027262302214075464438129759,18/289,0.012674740484429066,0.012674740484429065743944636678200692041522491349480968858131,0.012674740484429065743944636678200692041522491349480968858132,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
51/250,0.204,1/10,2717/3842,0.70718375845913587,0.707183758459135866736074960957834461218115564809994794377928,0.707183758459135866736074960957834461218115564809994794377929,0.72145658578654598,0.721456585786545976978738876419639011032484252852325543349292,0.721456585786545976978738876419639011032484252852325543349293,0.014272827327410110,0.014272827327410110242663915461804549814368688042330748971364,0.014272827327410110242663915461804549814368688042330748971365,18/289,0.012705882352941176,0.012705882352941176470588235294117647058823529411764705882352,0.012705882352941176470588235294117647058823529411764705882353,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
409/2000,0.2045,1/10,2716/3841,0.70710752408227024,0.707107524082270242124446758656599843790679510544129133038271,0.707107524082270242124446758656599843790679510544129133038272,0.72141959606191281,0.721419596061912813297730875549061660851436366794703114236295,0.721419596061912813297730875549061660851436366794703114236296,0.014312071979642571,0.014312071979642571173284116892461817060756856250573981198024,0.014312071979642571173284116892461817060756856250573981198025,18/289,0.012737024221453287,0.012737024221453287197231833910034602076124567474048442906574,0.012737024221453287197231833910034602076124567474048442906575,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
41/200,0.205,1/10,181/256,0.70703125,0.707031250000000000000000000000000000000000000000000000000000,0.707031250000000000000000000000000000000000000000000000000000,0.72138258969879051,0.721382589698790509492955653136092578750175755731753114769152,0.721382589698790509492955653136092578750175755731753114769153,0.014351339698790509,0.014351339698790509492955653136092578750175755731753114769152,0.014351339698790509492955653136092578750175755731753114769153,18/289,0.012768166089965398,0.012768166089965397923875432525951557093425605536332179930795,0.012768166089965397923875432525951557093425605536332179930796,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
411/2000,0.2055,1/10,2714/3839,0.70695493618129721,0.706954936181297212815837457671268559520708517843188330294347,0.706954936181297212815837457671268559520708517843188330294348,0.72134556668406699,0.721345566684066986265755632952375586244671248281613910133146,0.721345566684066986265755632952375586244671248281613910133147,0.014390630502769773,0.014390630502769773449918175281107026723962730438425579838799,0.014390630502769773449918175281107026723962730438425579838800,18/289,0.012799307958477509,0.012799307958477508650519031141868512110726643598615916955017,0.012799307958477508650519031141868512110726643598615916955018,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
