lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
137/2000,0.0685,1/10,332/457,0.72647702407002188,0.726477024070021881838074398249452954048140043763676148796498,0.726477024070021881838074398249452954048140043763676148796499,0.73090838771853597,0.730908387718535973002536823744360730259477549501822832025677,0.730908387718535973002536823744360730259477549501822832025678,0.0044313636485140912,0.004431363648514091164462425494907776211337505738146683229178,0.004431363648514091164462425494907776211337505738146683229179,18/289,0.0042664359861591696,0.004266435986159169550173010380622837370242214532871972318339,0.004266435986159169550173010380622837370242214532871972318340,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
69/1000,0.069,1/10,2987/4112,0.72641050583657588,0.726410505836575875486381322957198443579766536964980544747081,0.726410505836575875486381322957198443579766536964980544747082,0.73087546907099616,0.730875469070996156293189656125369096898531816379199366745780,0.730875469070996156293189656125369096898531816379199366745781,0.0044649632344202808,0.004464963234420280806808333168170653318765279414218821998698,0.004464963234420280806808333168170653318765279414218821998699,18/289,0.0042975778546712803,0.004297577854671280276816608996539792387543252595155709342560,0.004297577854671280276816608996539792387543252595155709342561,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
139/2000,0.0695,1/10,2986/4111,0.72634395524203357,0.726343955242033568474823643882267088299683775237168572123570,0.726343955242033568474823643882267088299683775237168572123571,0.73084253685562695,0.730842536855626945383520212170701615915227428310541916132889,0.730842536855626945383520212170701615915227428310541916132890,0.0044985816135933769,0.004498581613593376908696568288434527615543653073373344009318,0.004498581613593376908696568288434527615543653073373344009319,18/289,0.0043287197231833910,0.004328719723183391003460207612456747404844290657439446366782,0.004328719723183391003460207612456747404844290657439446366783,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
7/100,0.07,1/10,199/274,0.72627737226277372,0.726277372262773722627737226277372262773722627737226277372262,0.726277372262773722627737226277372262773722627737226277372263,0.73080959106265292,0.730809591062652921621325384724166248192957049175733616141470,0.730809591062652921621325384724166248192957049175733616141471,0.0045322187998791990,0.004532218799879198993588158446793985419234421438507338769207,0.004532218799879198993588158446793985419234421438507338769208,18/289,0.0043598615916955017,0.004359861591695501730103806228373702422145328719723183391003,0.004359861591695501730103806228373702422145328719723183391004,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
141/2000,0.0705,1/10,2984/4109,0.72621075687515211,0.726210756875152105135069359941591628133365782428814796787539,0.726210756875152105135069359941591628133365782428814796787540,0.73077663168228853,0.730776631682288533229871462575827104550757032210240783495582,0.730776631682288533229871462575827104550757032210240783495583,0.0045658748071364281,0.004565874807136428094802102634235476417391249781425986708042,0.004565874807136428094802102634235476417391249781425986708043,18/289,0.0043910034602076125,0.004391003460207612456747404844290657439446366782006920415224,0.004391003460207612456747404844290657439446366782006920415225,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
71/1000,0.071,1/10,2983/4108,0.72614410905550146,0.726144109055501460564751703992210321324245374878286270691333,0.726144109055501460564751703992210321324245374878286270691334,0.73074365870473808,0.730743658704738081555572524260592705339189874556498786809008,0.730743658704738081555572524260592705339189874556498786809009,0.0045995496492366210,0.004599549649236620990820820268382384014944499678212516117674,0.004599549649236620990820820268382384014944499678212516117675,18/289,0.0044221453287197232,0.004422145328719723183391003460207612456747404844290657439446,0.004422145328719723183391003460207612456747404844290657439447,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
143/2000,0.0715,1/10,994/1369,0.72607742878013148,0.726077428780131482834185536888239590942293644996347699050401,0.726077428780131482834185536888239590942293644996347699050402,0.73071067212019571,0.730710672120195707292555227642468335530929187910670865785589,0.730710672120195707292555227642468335530929187910670865785590,0.0046332433400642245,0.004633243340064224458369690754228744588635542914323166735187,0.004633243340064224458369690754228744588635542914323166735188,18/289,0.0044532871972318339,0.004453287197231833910034602076124567474048442906574394463667,0.004453287197231833910034602076124567474048442906574394463668,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
9/125,0.072,1/10,2981/4106,0.72601071602532879,0.726010716025328787140769605455431076473453482708231855820750,0.726010716025328787140769605455431076473453482708231855820751,0.73067767191884538,0.730677671918845376684063620134509336609263639607995448979954,0.730677671918845376684063620134509336609263639607995448979955,0.0046669558935165895,0.004666955893516589543294014679078260135810156899763593159204,0.004666955893516589543294014679078260135810156899763593159205,18/289,0.0044844290657439446,0.004484429065743944636678200692041522491349480968858131487889,0.004484429065743944636678200692041522491349480968858131487890,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
29/400,0.0725,1/10,596/821,0.72594397076735688,0.725943970767356881851400730816077953714981729598051157125456,0.725943970767356881851400730816077953714981729598051157125457,0.73064465809086087,0.730644658090860867700657486176285098156178056763388032405476,0.730644658090860867700657486176285098156178056763388032405477,0.0047006873235039858,0.004700687323503985849256755360207144441196327165336875280019,0.004700687323503985849256755360207144441196327165336875280020,18/289,0.0045155709342560554,0.004515570934256055363321799307958477508650519031141868512110,0.004515570934256055363321799307958477508650519031141868512111,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
73/1000,0.073,1/10,331/456,0.72587719298245614,0.725877192982456140350877192982456140350877192982456140350877,0.725877192982456140350877192982456140350877192982456140350878,0.73061163062640576,0.730611630626405756195157640074284976227811223219663850197272,0.730611630626405756195157640074284976227811223219663850197273,0.0047344376439496158,0.004734437643949615844280447091828835876934030237207709846394,0.004734437643949615844280447091828835876934030237207709846395,18/289,0.0045467128027681661,0.004546712802768166089965397923875432525951557093425605536332,0.004546712802768166089965397923875432525951557093425605536333,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
147/2000,0.0735,1/10,2978/4103,0.72581038264684377,0.725810382646843772849134779429685595905435047526200341213746,0.725810382646843772849134779429685595905435047526200341213747,0.73057858951563340,0.730578589515633402034291463505305154412348912783800934935327,0.730578589515633402034291463505305154412348912783800934935328,0.0047682068687896292,0.004768206868789629185156684075619558506913865257600593721581,0.004768206868789629185156684075619558506913865257600593721582,18/289,0.0045778546712802768,0.004577854671280276816608996539792387543252595155709342560553,0.004577854671280276816608996539792387543252595155709342560554,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
37/500,0.074,1/10,2977/4102,0.72574353973671380,0.725743539736713798147245246221355436372501218917601170160897,0.725743539736713798147245246221355436372501218917601170160898,0.73054553474868694,0.730545534748686935206991877887584493794562030550809316730253,0.730545534748686935206991877887584493794562030550809316730254,0.0048019950119731371,0.004801995011973137059746631666229057422060811633208146569356,0.004801995011973137059746631666229057422060811633208146569357,18/289,0.0046089965397923875,0.004608996539792387543252595155709342560553633217993079584775,0.004608996539792387543252595155709342560553633217993079584776,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
149/2000,0.0745,1/10,992/1367,0.72567666422823702,0.725676664228237015362106803218727139722019019751280175566934,0.725676664228237015362106803218727139722019019751280175566935,0.73051246631569924,0.730512466315699241909302832438439731199624735701045129169425,0.730512466315699241909302832438439731199624735701045129169426,0.0048358020874622265,0.004835802087462226547196029219712591477605715949764953602490,0.004835802087462226547196029219712591477605715949764953602491,18/289,0.0046401384083044983,0.004640138408304498269896193771626297577854671280276816608996,0.004640138408304498269896193771626297577854671280276816608997,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
3/40,0.075,1/10,119/164,0.72560975609756098,0.725609756097560975609756097560975609756097560975609756097560,0.725609756097560975609756097560975609756097560975609756097561,0.73047938420679295,0.730479384206792950605844279059515136238039183681407489195808,0.730479384206792950605844279059515136238039183681407489195809,0.0048696281092319750,0.004869628109231974996088181498539526481941622705797733098247,0.004869628109231974996088181498539526481941622705797733098248,18/289,0.0046712802768166090,0.004671280276816608996539792387543252595155709342560553633217,0.004671280276816608996539792387543252595155709342560553633218,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
151/2000,0.0755,1/10,2974/4099,0.72554281532080995,0.725542815320809953647231031959014393754574286411319834105879,0.725542815320809953647231031959014393754574286411319834105880,0.73044628841208042,0.730446288412080418067789495220635185334636404086482682188794,0.730446288412080418067789495220635185334636404086482682188795,0.0049034730912704644,0.004903473091270464420558463261620791580062117675162848082914,0.004903473091270464420558463261620791580062117675162848082915,18/289,0.0047024221453287197,0.004702422145328719723183391003460207612456747404844290657439,0.004702422145328719723183391003460207612456747404844290657440,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
19/250,0.076,1/10,991/1366,0.72547584187408492,0.725475841874084919472913616398243045387994143484626647144948,0.725475841874084919472913616398243045387994143484626647144949,0.73041317892166372,0.730413178921663715387307505749754306342065316206611227585889,0.730413178921663715387307505749754306342065316206611227585890,0.0049373370475787959,0.004937337047578795914393889351511260954071172721984580440940,0.004937337047578795914393889351511260954071172721984580440941,18/289,0.0047335640138408304,0.004733564013840830449826989619377162629757785467128027681660,0.004733564013840830449826989619377162629757785467128027681661,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
153/2000,0.0765,1/10,2972/4097,0.72540883573346351,0.725408835733463509885281913595313644129851110568708811325360,0.725408835733463509885281913595313644129851110568708811325361,0.73038005572563461,0.730380055725634613968423243878755723851620832511762197229486,0.730380055725634613968423243878755723851620832511762197229487,0.0049712199921711041,0.004971219992171104083141330283442079721769721943053385904126,0.004971219992171104083141330283442079721769721943053385904127,18/289,0.0047647058823529412,0.004764705882352941176470588235294117647058823529411764705882,0.004764705882352941176470588235294117647058823529411764705883,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
77/1000,0.077,1/10,2971/4096,0.725341796875,0.725341796875000000000000000000000000000000000000000000000000,0.725341796875000000000000000000000000000000000000000000000000,0.73034691881407457,0.730346918814074571494247981041979397673455326899554662647418,0.730346918814074571494247981041979397673455326899554662647419,0.0050051219390745715,0.005005121939074571494247981041979397673455326899554662647418,0.005005121939074571494247981041979397673455326899554662647419,18/289,0.0047958477508650519,0.004795847750865051903114186851211072664359861591695501730103,0.004795847750865051903114186851211072664359861591695501730104,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
31/400,0.0775,1/10,66/91,0.72527472527472527,0.725274725274725274725274725274725274725274725274725274725274,0.725274725274725274725274725274725274725274725274725274725275,0.73031376817705472,0.730313768177054717870532443775471560605041890172351956439390,0.730313768177054717870532443775471560605041890172351956439391,0.0050390429023294431,0.005039042902329443145257718500746285879767164897626681714116,0.005039042902329443145257718500746285879767164897626681714117,18/289,0.0048269896193771626,0.004826989619377162629757785467128027681660899653979238754325,0.004826989619377162629757785467128027681660899653979238754326,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
39/500,0.078,1/10,2969/4094,0.72520762090864680,0.725207620908646800195407914020517830972154372252076209086468,0.725207620908646800195407914020517830972154372252076209086469,0.73028060380463584,0.730280603804635841145494924619157041904425390124452001328737,0.730280603804635841145494924619157041904425390124452001328738,0.0050729828959890410,0.005072982895989040950087010598639210932271017872375792242269,0.005072982895989040950087010598639210932271017872375792242270,18/289,0.0048581314878892734,0.004858131487889273356401384083044982698961937716262975778546,0.004858131487889273356401384083044982698961937716262975778547,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
157/2000,0.0785,1/10,2968/4093,0.72514048375274860,0.725140483752748595162472514048375274859516247251404837527485,0.725140483752748595162472514048375274859516247251404837527486,0.73024742568686837,0.730247425686868373405876582180549064309049652749694664304486,0.730247425686868373405876582180549064309049652749694664304487,0.0051069419341197782,0.005106941934119778243404068132173789449533405498289826777000,0.005106941934119778243404068132173789449533405498289826777001,18/289,0.0048892733564013841,0.004889273356401384083044982698961937716262975778546712802768,0.004889273356401384083044982698961937716262975778546712802769,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
79/1000,0.079,1/10,989/1364,0.72507331378299120,0.725073313782991202346041055718475073313782991202346041055718,0.725073313782991202346041055718475073313782991202346041055719,0.73021423381379238,0.730214233813792376649176013476335207727036878054428342026276,0.730214233813792376649176013476335207727036878054428342026277,0.0051409200308011743,0.005140920030801174303134957757860134413253886852082300970558,0.005140920030801174303134957757860134413253886852082300970559,18/289,0.0049204152249134948,0.004920415224913494809688581314878892733564013840830449826989,0.004920415224913494809688581314878892733564013840830449826990,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
159/2000,0.0795,1/10,2966/4091,0.72500611097531166,0.725006110975311659740894646785626986066976289415790760205328,0.725006110975311659740894646785626986066976289415790760205329,0.73018102817543753,0.730181028175437528632015069326315441974061262234936117098066,0.730181028175437528632015069326315441974061262234936117098067,0.0051749172001258689,0.005174917200125868891120422540688455907084972819145356892737,0.005174917200125868891120422540688455907084972819145356892738,18/289,0.0049515570934256055,0.004951557093425605536332179930795847750865051903114186851211,0.004951557093425605536332179930795847750865051903114186851212,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
2/25,0.08,1/10,593/818,0.72493887530562347,0.724938875305623471882640586797066014669926650366748166259168,0.724938875305623471882640586797066014669926650366748166259169,0.73014780876182311,0.730147808761823108694587770931818250656832564400846437449195,0.730147808761823108694587770931818250656832564400846437449196,0.0052089334561996368,0.005208933456199636811947184134752235986905914034098271190026,0.005208933456199636811947184134752235986905914034098271190027,18/289,0.0049826989619377163,0.004982698961937716262975778546712802768166089965397923875432,0.004982698961937716262975778546712802768166089965397923875433,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
161/2000,0.0805,1/10,988/1363,0.72487160674981658,0.724871606749816581071166544387380777696258253851797505502567,0.724871606749816581071166544387380777696258253851797505502568,0.73011457556295798,0.730114575562957983561144072826980600474424044540900578710105,0.730114575562957983561144072826980600474424044540900578710106,0.0052429688131414025,0.005242968813141402489977528439599822778165790689103073207537,0.005242968813141402489977528439599822778165790689103073207538,18/289,0.0050138408304498270,0.005013840830449826989619377162629757785467128027681660899653,0.005013840830449826989619377162629757785467128027681660899654,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
81/1000,0.081,1/10,2963/4088,0.72480430528375734,0.724804305283757338551859099804305283757338551859099804305283,0.724804305283757338551859099804305283757338551859099804305284,0.73008132856884059,0.730081328568840593116460104145240541193541450580705375106372,0.730081328568840593116460104145240541193541450580705375106373,0.0052770232850832546,0.005277023285083254564601004340935257436202898721605570801088,0.005277023285083254564601004340935257436202898721605570801089,18/289,0.0050449826989619377,0.005044982698961937716262975778546712802768166089965397923875,0.005044982698961937716262975778546712802768166089965397923876,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
163/2000,0.0815,1/10,2962/4087,0.72473697088328848,0.724736970883288475654514313677514068999265965255688769268412,0.724736970883288475654514313677514068999265965255688769268413,0.73004806776945894,0.730048067769458936158246406594148211065294167894176352356656,0.730048067769458936158246406594148211065294167894176352356657,0.0053110968861704605,0.005311096886170460503732092916634142066028202638487583088244,0.005311096886170460503732092916634142066028202638487583088245,18/289,0.0050761245674740484,0.005076124567474048442906574394463667820069204152249134948096,0.005076124567474048442906574394463667820069204152249134948097,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
41/500,0.082,1/10,329/454,0.72466960352422907,0.724669603524229074889867841409691629955947136563876651982378,0.724669603524229074889867841409691629955947136563876651982379,0.73001479315479056,0.730014793154790556125445573678239592424465545442111874828391,0.730014793154790556125445573678239592424465545442111874828392,0.0053451896305614812,0.005345189630561481235577732268547962468518408878235222846012,0.005345189630561481235577732268547962468518408878235222846013,18/289,0.0051072664359861592,0.005107266435986159169550173010380622837370242214532871972318,0.005107266435986159169550173010380622837370242214532871972319,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
33/400,0.0825,1/10,592/817,0.72460220318237454,0.724602203182374541003671970624235006119951040391676866585067,0.724602203182374541003671970624235006119951040391676866585068,0.72998150471480253,0.729981504714802526802370581551322085645677253596260660056576,0.729981504714802526802370581551322085645677253596260660056577,0.0053793015324279858,0.005379301532427985798698610927087079525726213204583793471508,0.005379301532427985798698610927087079525726213204583793471509,18/289,0.0051384083044982699,0.005138408304498269896193771626297577854671280276816608996539,0.005138408304498269896193771626297577854671280276816608996540,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
83/1000,0.083,1/10,2959/4084,0.72453476983349657,0.724534769833496571988246816846229187071498530852105778648383,0.724534769833496571988246816846229187071498530852105778648384,0.72994820243945144,0.729948202439451437998634987415173359379291002743873836690830,0.729948202439451437998634987415173359379291002743873836690831,0.0054134326059548660,0.005413432605954866010388170568944172307792471891768058042446,0.005413432605954866010388170568944172307792471891768058042447,18/289,0.0051695501730103806,0.005169550173010380622837370242214532871972318339100346020761,0.005169550173010380622837370242214532871972318339100346020762,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
167/2000,0.0835,1/10,986/1361,0.72446730345334313,0.724467303453343130051432770022042615723732549595885378398236,0.724467303453343130051432770022042615723732549595885378398237,0.72991488631868338,0.729914886318683381204826056610433432515126213657955157007661,0.729914886318683381204826056610433432515126213657955157007662,0.0054475828653402512,0.005447582865340251153393286588390816791393664062069778609424,0.005447582865340251153393286588390816791393664062069778609425,18/289,0.0052006920415224913,0.005200692041522491349480968858131487889273356401384083044982,0.005200692041522491349480968858131487889273356401384083044983,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
21/250,0.084,1/10,2957/4082,0.72439980401763841,0.724399804017638412542871141597256246937775600195982361587457,0.724399804017638412542871141597256246937775600195982361587458,0.72988155634243394,0.729881556342433935223871764466449907396904178997409791201389,0.729881556342433935223871764466449907396904178997409791201390,0.0054817523247955227,0.005481752324795522681000622869193660459128578801427429613931,0.005481752324795522681000622869193660459128578801427429613932,18/289,0.0052318339100346021,0.005231833910034602076124567474048442906574394463667820069204,0.005231833910034602076124567474048442906574394463667820069205,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
169/2000,0.0845,1/10,2956/4081,0.72433227150208282,0.724332271502082822837539818671894143592256799803969615290370,0.724332271502082822837539818671894143592256799803969615290371,0.72984821250062815,0.729848212500628151778052503589089969177748760786857672329955,0.729848212500628151778052503589089969177748760786857672329956,0.0055159409985453289,0.005515940998545328940512684917195825585491960982888057039585,0.005515940998545328940512684917195825585491960982888057039586,18/289,0.0052629757785467128,0.005262975778546712802768166089965397923875432525951557093425,0.005262975778546712802768166089965397923875432525951557093426,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
17/200,0.085,1/10,197/272,0.72426470588235294,0.724264705882352941176470588235294117647058823529411764705882,0.724264705882352941176470588235294117647058823529411764705883,0.72981485478318054,0.729814854783180541091608211568129352193843736476171815169180,0.729814854783180541091608211568129352193843736476171815169181,0.0055501489008275999,0.005550148900827599915137623332835234546784912946760050463297,0.005550148900827599915137623332835234546784912946760050463298,18/289,0.0052941176470588235,0.005294117647058823529411764705882352941176470588235294117647,0.005294117647058823529411764705882352941176470588235294117648,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
171/2000,0.0855,1/10,2954/4079,0.72419710713410150,0.724197107134101495464574650649669036528560921794557489580779,0.724197107134101495464574650649669036528560921794557489580780,0.72978148317999506,0.729781483179995057448891518077833993317879839143286139912899,0.729781483179995057448891518077833993317879839143286139912900,0.0055843760458935620,0.005584376045893561984316867428164956789318917348728650332120,0.005584376045893561984316867428164956789318917348728650332121,18/289,0.0053252595155709343,0.005325259515570934256055363321799307958477508650519031141868,0.005325259515570934256055363321799307958477508650519031141869,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
43/500,0.086,1/10,2953/4078,0.72412947523295733,0.724129475232957332025502697400686611083864639529180971064247,0.724129475232957332025502697400686611083864639529180971064248,0.72974809768096508,0.729748097680965084728017394024827458588246239229925502618412,0.729748097680965084728017394024827458588246239229925502618413,0.0056186224480077527,0.005618622448007752702514696624140847504381599700744531554164,0.005618622448007752702514696624140847504381599700744531554165,18/289,0.0053564013840830450,0.005356401384083044982698961937716262975778546712802768166089,0.005356401384083044982698961937716262975778546712802768166090,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
173/2000,0.0865,1/10,328/453,0.72406181015452539,0.724061810154525386313465783664459161147902869757174392935982,0.724061810154525386313465783664459161147902869757174392935983,0.72971469827597342,0.729714698275973421909959668765346217295522839907862765704354,0.729714698275973421909959668765346217295522839907862765704355,0.0056528881214480356,0.005652888121448035596493885100887056147619970150688372768371,0.005652888121448035596493885100887056147619970150688372768372,18/289,0.0053875432525951557,0.005387543252595155709342560553633217993079584775086505190311,0.005387543252595155709342560553633217993079584775086505190312,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
87/1000,0.087,1/10,2951/4076,0.72399411187438665,0.723994111874386653581943081452404317958783120706575073601570,0.723994111874386653581943081452404317958783120706575073601571,0.72968128495489227,0.729681284954892268563044664468582070025205977125239896078679,0.729681284954892268563044664468582070025205977125239896078680,0.0056871730805056150,0.005687173080505614981101583016177752066422856418664822477109,0.005687173080505614981101583016177752066422856418664822477110,18/289,0.0054186851211072664,0.005418685121107266435986159169550173010380622837370242214532,0.005418685121107266435986159169550173010380622837370242214533,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
7/80,0.0875,1/10,118/163,0.72392638036809816,0.723926380368098159509202453987730061349693251533742331288343,0.723926380368098159509202453987730061349693251533742331288344,0.72964785770758321,0.729647857707583210302792079443049973747272330850355154247429,0.729647857707583210302792079443049973747272330850355154247430,0.0057214773394850508,0.005721477339485050793589625455319912397579079316612822959085,0.005721477339485050793589625455319912397579079316612822959086,18/289,0.0054498269896193772,0.005449826989619377162629757785467128027681660899653979238754,0.005449826989619377162629757785467128027681660899653979238755,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
11/125,0.088,1/10,983/1358,0.72385861561119293,0.723858615611192930780559646539027982326951399116347569955817,0.723858615611192930780559646539027982326951399116347569955818,0.72961441652389720,0.729614416523897204227053134667850433050007742658632735173313,0.729614416523897204227053134667850433050007742658632735173314,0.0057558009127042734,0.005755800912704273446493488128822450723056343542285165217496,0.005755800912704273446493488128822450723056343542285165217497,18/289,0.0054809688581314879,0.005480968858131487889273356401384083044982698961937716262975,0.005480968858131487889273356401384083044982698961937716262976,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
177/2000,0.0885,1/10,2948/4073,0.72379081757917997,0.723790817579179965627301743186840166953105818806776331942057,0.723790817579179965627301743186840166953105818806776331942058,0.72958096139367456,0.729580961393674564326395879879365640766069453531600279452070,0.729580961393674564326395879879365640766069453531600279452071,0.0057901438144945987,0.005790143814494598699094136692525473812963634724823947510012,0.005790143814494598699094136692525473812963634724823947510013,18/289,0.0055121107266435986,0.005512110726643598615916955017301038062283737024221453287197,0.005512110726643598615916955017301038062283737024221453287198,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
89/1000,0.089,1/10,2947/4072,0.72372298624754420,0.723722986247544204322200392927308447937131630648330058939096,0.723722986247544204322200392927308447937131630648330058939097,0.72954749230674495,0.729547492306744946869687437355381554091557407184291215499965,0.729547492306744946869687437355381554091557407184291215499966,0.0058245060592007425,0.005824506059200742547487044428073106154425776535961156560869,0.005824506059200742547487044428073106154425776535961156560870,18/289,0.0055432525951557093,0.005543252595155709342560553633217993079584775086505190311418,0.005543252595155709342560553633217993079584775086505190311419,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
179/2000,0.0895,1/10,982/1357,0.72365512159174650,0.723655121591746499631540162122328666175386882829771554900515,0.723655121591746499631540162122328666175386882829771554900516,0.72951400925292734,0.729514009252927335764822843011904774437390518329930934159072,0.729514009252927335764822843011904774437390518329930934159073,0.0058588876611808361,0.005858887661180836133282680889576108262003635500159379258556,0.005858887661180836133282680889576108262003635500159379258557,18/289,0.0055743944636678201,0.005574394463667820069204152249134948096885813148788927335640,0.005574394463667820069204152249134948096885813148788927335641,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
9/100,0.09,1/10,589/814,0.72358722358722359,0.723587223587223587223587223587223587223587223587223587223587,0.723587223587223587223587223587223587223587223587223587223588,0.72948051222203003,0.729480512222030027894550025582080929432257028560686293891959,0.729480512222030027894550025582080929432257028560686293891960,0.0058932886348064407,0.005893288634806440670962801994857342208669804973462706668371,0.005893288634806440670962801994857342208669804973462706668372,18/289,0.0056055363321799308,0.005605536332179930795847750865051903114186851211072664359861,0.005605536332179930795847750865051903114186851211072664359862,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
181/2000,0.0905,1/10,2944/4069,0.72351929220938806,0.723519292209388056033423445564020643892848365691816171049397,0.723519292209388056033423445564020643892848365691816171049398,0.72944700120385062,0.729447001203850618427340345480654468745510646675653972247115,0.729447001203850618427340345480654468745510646675653972247116,0.0059277089944625624,0.005927708994462562393916899916633824852662280983837801197717,0.005927708994462562393916899916633824852662280983837801197718,18/289,0.0056366782006920415,0.005636678200692041522491349480968858131487889273356401384083,0.005636678200692041522491349480968858131487889273356401384084,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
91/1000,0.091,1/10,327/452,0.72345132743362832,0.723451327433628318584070796460176991150442477876106194690265,0.723451327433628318584070796460176991150442477876106194690266,0.72941347618817599,0.729413476188175986103253995470369371067920006601229276630719,0.729413476188175986103253995470369371067920006601229276630720,0.0059621487545476675,0.005962148754547667519183199010192379917477528725123081940454,0.005962148754547667519183199010192379917477528725123081940455,18/289,0.0056678200692041522,0.005667820069204152249134948096885813148788927335640138408304,0.005667820069204152249134948096885813148788927335640138408305,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
183/2000,0.0915,1/10,2942/4067,0.72338332923530858,0.723383329235308581263830833538234570936808458323088271453159,0.723383329235308581263830833538234570936808458323088271453160,0.72937993716478228,0.729379937164782278494749445437623949356607632403642384891059,0.729379937164782278494749445437623949356607632403642384891060,0.0059966079294736972,0.005996607929473697230918611899389378419799174080554113437899,0.005996607929473697230918611899389378419799174080554113437900,18/289,0.0056989619377162630,0.005698961937716262975778546712802768166089965397923875432525,0.005698961937716262975778546712802768166089965397923875432526,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
23/250,0.092,1/10,2941/4066,0.72331529758976881,0.723315297589768814559763895720609936055090998524348253812100,0.723315297589768814559763895720609936055090998524348253812101,0.72934638412343490,0.729346384123434897242385993452585197278606162442328567978011,0.729346384123434897242385993452585197278606162442328567978012,0.0060310865336660827,0.006031086533666082682622097731975261223515163917980314165910,0.006031086533666082682622097731975261223515163917980314165911,18/289,0.0057301038062283737,0.005730103806228373702422145328719723183391003460207612456747,0.005730103806228373702422145328719723183391003460207612456748,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
37/400,0.0925,1/10,196/271,0.72324723247232472,0.723247232472324723247232472324723247232472324723247232472324,0.723247232472324723247232472324723247232472324723247232472325,0.72931281705388848,0.729312817053888483265368364832860121824864966508662802495006,0.729312817053888483265368364832860121824864966508662802495007,0.0060655845815637600,0.006065584581563760018135892508136874592392641785415570022681,0.006065584581563760018135892508136874592392641785415570022682,18/289,0.0057612456747404844,0.005761245674740484429065743944636678200692041522491349480968,0.005761245674740484429065743944636678200692041522491349480969,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
