epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
391/2000,0.1955,370881/1000000,629119/1000000,1/3,0.67202945256769588,0.59570048115590663,0.595700481155906625321745653567562971375175959805614558321259,0.595700481155906625321745653567562971375175959805614558321260,0.59807558919750114,0.598075589197501139134422136180593094244997938475086948800790,0.598075589197501139134422136180593094244997938475086948800791,0.0023751080415945138,0.002375108041594513812676482613030122869821978669472390479530,0.002375108041594513812676482613030122869821978669472390479531,True,interior,True,False,equally_weighted_Pauli_axes,False
49/250,0.196,5776/15625,9849/15625,1/3,0.67317367517877374,0.59529791702584497,0.595297917025844969578876256193705013806715306050454329465294,0.595297917025844969578876256193705013806715306050454329465295,0.59766658705836554,0.597666587058365540905458000693307875959151853224557162244880,0.597666587058365540905458000693307875959151853224557162244881,0.0023686700325205713,0.002368670032520571326581744499602862152436547174102832779586,0.002368670032520571326581744499602862152436547174102832779587,True,interior,True,False,equally_weighted_Pauli_axes,False
393/2000,0.1965,368449/1000000,631551/1000000,1/3,0.67431552533980880,0.59489676086537801,0.594896760865378010958503318973763686860242993996935180294347,0.594896760865378010958503318973763686860242993996935180294348,0.59725899023545525,0.597258990235455254671298787721977320845642270747476372633145,0.597258990235455254671298787721977320845642270747476372633146,0.0023622293700772437,0.002362229370077243712795468748213633985399276750541192338798,0.002362229370077243712795468748213633985399276750541192338799,True,interior,True,False,equally_weighted_Pauli_axes,False
197/1000,0.197,91809/250000,158191/250000,1/3,0.67545500597561440,0.59449700690191430,0.594497006901914298906489611275587218042473987756447264843502,0.594497006901914298906489611275587218042473987756447264843503,0.59685279308214059,0.596852793082140585361162006246605559251717453671943784600413,0.596852793082140585361162006246605559251717453671943784600414,0.0023557861802262865,0.002355786180226286454672394971018341209243465915496519756911,0.002355786180226286454672394971018341209243465915496519756912,True,interior,True,False,equally_weighted_Pauli_axes,False
79/400,0.1975,14641/40000,25359/40000,1/3,0.67659212000134909,0.59409864939740361,0.594098649397403607838483405695144927719332456802128812517335,0.594098649397403607838483405695144927719332456802128812517336,0.59644798998530146,0.596447989985301456207200152613033500628850463181711355299753,0.596447989985301456207200152613033500628850463181711355299754,0.0023493405878978484,0.002349340587897848368716746917888572909518006379582542782417,0.002349340587897848368716746917888572909518006379582542782418,True,interior,True,False,equally_weighted_Pauli_axes,False
99/500,0.198,22801/62500,39699/62500,1/3,0.67772687032255073,0.59370168264808606,0.593701682648086064012892096905444791390271557067331461264059,0.593701682648086064012892096905444791390271557067331461264060,0.59604457536508632,0.596044575365086323862587502741700027154778052804782865615505,0.596044575365086323862587502741700027154778052804782865615506,0.0023428927170002598,0.002342892717000259849695405836255235764506495737451404351446,0.002342892717000259849695405836255235764506495737451404351447,True,interior,True,False,equally_weighted_Pauli_axes,False
397/2000,0.1985,363609/1000000,636391/1000000,1/3,0.67885925983517039,0.59330610098424348,0.593306100984243484509356453671115933868277242132116936510851,0.593306100984243484509356453671115933868277242132116936510852,0.59564254367467320,0.595642543674673199704340054089311055911429429300835324657840,0.595642543674673199704340054089311055911429429300835324657841,0.0023364426904297152,0.002336442690429715194983600418195122043152187168718388146989,0.002336442690429715194983600418195122043152187168718388146990,True,interior,True,False,equally_weighted_Pauli_axes,False
199/1000,0.199,90601/250000,159399/250000,1/3,0.67998929142560606,0.59291189876995291,0.592911898769952905666103898127056063617627799025678515902473,0.592911898769952905666103898127056063617627799025678515902474,0.59524188940003276,0.595241889400032755960057023515169976710553474890305984024512,0.595241889400032755960057023515169976710553474890305984024513,0.0023299906300798503,0.002329990630079850293953125388113913092925675864627468122038,0.002329990630079850293953125388113913092925675864627468122039,True,interior,True,False,equally_weighted_Pauli_axes,False
399/2000,0.1995,361201/1000000,638799/1000000,1/3,0.68111696797073625,0.59251907040284228,0.592519070402842278594606099913929510726306771960331325197028,0.592519070402842278594606099913929510726306771960331325197029,0.59484260705969350,0.594842607059693495545457524767772121899060670006715904758604,0.594842607059693495545457524767772121899060670006715904758605,0.0023235366568512170,0.002323536656851216950851424853842611172753898046384579561576,0.002323536656851216950851424853842611172753898046384579561577,True,interior,True,False,equally_weighted_Pauli_axes,False
1/5,0.2,9/25,16/25,1/3,0.68224229233795339,0.59212761031384831,0.592127610313848309651529697631756116552984547362545302193551,0.592127610313848309651529697631756116552984547362545302193552,0.59444469120450896,0.594444691204508964744046227606947950860346026282520502420217,0.594444691204508964744046227606947950860346026282520502420218,0.0023170808906606551,0.002317080890660655092516529975191834307361478919975200226665,0.002317080890660655092516529975191834307361478919975200226666,True,interior,True,False,equally_weighted_Pauli_axes,False
401/2000,0.2005,358801/1000000,641199/1000000,1/3,0.68336526738519706,0.59173751296697642,0.591737512966976424006099922226666676001348099207939204078056,0.591737512966976424006099922226666676001348099207939204078057,0.59404813641742699,0.594048136417426988101523543237134336975653584143485967963851,0.594048136417426988101523543237134336975653584143485967963852,0.0023106234504505641,0.002310623450450564095423621010467660974305484935546763885795,0.002310623450450564095423621010467660974305484935546763885796,True,interior,True,False,equally_weighted_Pauli_axes,False
201/1000,0.201,89401/250000,160599/250000,1/3,0.68448589596098709,0.59134877285906283,0.591348772859062830695745288368408546320579535503649849952095,0.591348772859062830695745288368408546320579535503649849952096,0.59365293731326091,0.593652937313260905145705051673624677779175364095326925372996,0.593652937313260905145705051673624677779175364095326925372997,0.0023041644541980744,0.002304164454198074449959763305216131458595828591677075420901,0.002304164454198074449959763305216131458595828591677075420902,True,interior,True,False,equally_weighted_Pauli_axes,False
403/2000,0.2015,356409/1000000,643591/1000000,1/3,0.68560418090445649,0.59096138451953867,0.590961384519538667814306532906683423149389450123667653067339,0.590961384519538667814306532906683423149389450123667653067340,0.59325908853846279,0.593259088538462788777776622911933811505403352819313514950838,0.593259088538462788777776622911933811505403352819313514950839,0.0022977040189241210,0.002297704018924120963470090005250388356013902695645861883498,0.002297704018924120963470090005250388356013902695645861883499,True,interior,True,False,equally_weighted_Pauli_axes,False
101/500,0.202,22201/62500,40299/62500,1/3,0.68672012504538420,0.59057534251019621,0.590575342510196206725223020644127848950098971300774259773937,0.590575342510196206725223020644127848950098971300774259773938,0.59286658477089863,0.592866584770898625412730407978275402735690053777974312393271,0.592866584770898625412730407978275402735690053777974312393272,0.0022912422607024187,0.002291242260702418687507387334147553785591082477200052619334,0.002291242260702418687507387334147553785591082477200052619335,True,interior,True,False,equally_weighted_Pauli_axes,False
81/400,0.2025,14161/40000,25839/40000,1/3,0.68783373120422770,0.59019064142495709,0.590190641424957094437002541369054775900622159778022525783103,0.590190641424957094437002541369054775900622159778022525783104,0.59247542071962544,0.592475420719625437175846308722101948913804000760077254179187,0.592475420719625437175846308722101948913804000760077254179188,0.0022847792946683427,0.002284779294668342738843767353047173013181840982054728396084,0.002284779294668342738843767353047173013181840982054728396085,True,interior,True,False,equally_weighted_Pauli_axes,False
203/1000,0.203,88209/250000,161791/250000,1/3,0.68894500219215548,0.58980727588964261,0.589807275889642613519982664109225369904259543083010490563764,0.589807275889642613519982664109225369904259543083010490563765,0.59208559112467033,0.592085591124670326688146707229877452127856886607449793528500,0.592085591124670326688146707229877452127856886607449793528501,0.0022783152350277132,0.002278315235027713168164043120652082223597343524439302964735,0.002278315235027713168164043120652082223597343524439302964736,True,interior,True,False,equally_weighted_Pauli_axes,False
407/2000,0.2035,351649/1000000,648351/1000000,1/3,0.69005394081107931,0.58942524056174594,0.589425240561745939181949725140726696193822946764788562102039,0.589425240561745939181949725140726696193822946764788562102040,0.59169709075681143,0.591697090756811425196901499559180268521710616112304254118926,0.591697090756811425196901499559180268521710616112304254118927,0.0022718501950654860,0.002271850195065486014951774418453572327887669347515692016886,0.002271850195065486014951774418453572327887669347515692016887,True,interior,True,False,equally_weighted_Pauli_axes,False
51/250,0.204,5476/15625,10149/15625,1/3,0.69116054985368638,0.58904453013020637,0.589044530130206373355640503056413032928349948420727983808883,0.589044530130206373355640503056413032928349948420727983808884,0.59130991441736073,0.591309914417360725027537520227573524896977761357227174625086,0.591309914417360725027537520227573524896977761357227174625087,0.0022653842871543517,0.002265384287154351671897017171160491968627812936499190816202,0.002265384287154351671897017171160491968627812936499190816203,True,interior,True,False,equally_weighted_Pauli_axes,False
409/2000,0.2045,349281/1000000,650719/1000000,1/3,0.69226483210347130,0.58866513931518554,0.588665139315185535883556354884825363027037098559951100525729,0.588665139315185535883556354884825363027037098559951100525730,0.59092405693794878,0.590924056937948777550752294627215081510016690305924889039059,0.590924056937948777550752294627215081510016690305924889039060,0.0022589176227632417,0.002258917622763241667195939742389718482979591745973788513330,0.002258917622763241667195939742389718482979591745973788513331,True,interior,True,False,equally_weighted_Pauli_axes,False
41/200,0.205,3481/10000,6519/10000,1/3,0.69336679033476789,0.58828706286784549,0.588287062867845493114914022084376256127000079149577491464920,0.588287062867845493114914022084376256127000079149577491464921,0.59053951318031124,0.590539513180311238073287103544710229430177368497292005858413,0.590539513180311238073287103544710229430177368497292005858414,0.0022524503124657450,0.002252450312465744958373081460333973303177289347714514393493,0.002252450312465744958373081460333973303177289347714514393494,True,interior,True,False,equally_weighted_Pauli_axes,False
411/2000,0.2055,346921/1000000,653079/1000000,1/3,0.69446642731278092,0.58791029557012880,0.587910295570128804455984739167888131568080916561354186166340,0.587910295570128804455984739167888131568080916561354186166341,0.59015627803607724,0.590156278036077239272718341707356465560520627420118176640416,0.590156278036077239272718341707356465560520627420118176640417,0.0022459824659484348,0.002245982465948434816733602539468333992439710858763990474076,0.002245982465948434816733602539468333992439710858763990474077,True,interior,True,False,equally_weighted_Pauli_axes,False
103/500,0.206,21609/62500,40891/62500,1/3,0.69556374579361756,0.58753483223454047,0.587534832234540467638576282383051313135133367044509646414842,0.587534832234540467638576282383051313135133367044509646414843,0.58977434642655958,0.589774346426559575005818233204912214378326012490134705156682,0.589774346426559575005818233204912214378326012490134705156683,0.0022395141920191074,0.002239514192019107367241950821860901243192645445625058741840,0.002239514192019107367241950821860901243192645445625058741841,True,interior,True,False,equally_weighted_Pauli_axes,False
413/2000,0.2065,344569/1000000,655431/1000000,1/3,0.69665874852431881,0.58716066770393174,0.587160667703931743692033101377385357520558175294360582513582,0.587160667703931743692033101377385357520558175294360582513583,0.58939371330254668,0.589393713302546676526554651797988424799335926507193449324158,0.589393713302546676526554651797988424799335926507193449324159,0.0022330455986149328,0.002233045598614932834521550420603067278777751212832866810575,0.002233045598614932834521550420603067278777751212832866810576,True,interior,True,False,equally_weighted_Pauli_axes,False
207/1000,0.207,85849/250000,164151/250000,1/3,0.69775143824289068,0.58678779685128584,0.586787796851285842821908943187970379119408202579320266170818,0.586787796851285842821908943187970379119408202579320266170819,0.58901437364409636,0.589014373644096363353683003569010026406512849650806394574909,0.589014373644096363353683003569010026406512849650806394574910,0.0022265767928105205,0.002226576792810520531774060381039647287104647071486128404091,0.002226576792810520531774060381039647287104647071486128404092,True,interior,True,False,equally_weighted_Pauli_axes,False
83/400,0.2075,13689/40000,26311/40000,1/3,0.69884181767833527,0.58641621457950545,0.586416214579505452613445016597271185963790323896083753831974,0.586416214579505452613445016597271185963790323896083753831975,0.58863632246033135,0.588636322460331351229168192364764357314431807690205058191082,0.588636322460331351229168192364764357314431807690205058191083,0.0022201078808258986,0.002220107880825898615723175767493171350641483794121304359108,0.002220107880825898615723175767493171350641483794121304359109,True,interior,True,False,equally_weighted_Pauli_axes,False
26/125,0.208,5329/15625,10296/15625,1/3,0.69992988955068171,0.58604591582120209,0.586045915821202090190204729682845255951346699923773268565769,0.586045915821202090190204729682845255951346699923773268565770,0.58825955478923650,0.588259554789236499807398353529997189165161908098282461511816,0.588259554789236499807398353529997189165161908098282461511817,0.0022136389680344096,0.002213638968034409617193623847151933213815208174509192946046,0.002213638968034409617193623847151933213815208174509192946047,True,interior,True,False,equally_weighted_Pauli_axes,False
417/2000,0.2085,339889/1000000,660111/1000000,1/3,0.70101565657101693,0.58567689553848726,0.585676895538487260167712711376863530126627669607798682590028,0.585676895538487260167712711376863530126627669607798682590029,0.58788406569745778,0.587884065697457782911350486135544533534074685818248016244451,0.587884065697457782911350486135544533534074685818248016244452,0.0022071701589705227,0.002207170158970522743637774758681003407447016210449333654423,0.002207170158970522743637774758681003407447016210449333654424,True,interior,True,False,equally_weighted_Pauli_axes,False
209/1000,0.209,84681/250000,165319/250000,1/3,0.70209912144151624,0.58530914872276540,0.585309148722765400448759930180776785917000206402828010837492,0.585309148722765400448759930180776785917000206402828010837493,0.58750985028010296,0.587509850280102964385576954608138214524753032516347021943065,0.587509850280102964385576954608138214524753032516347021943066,0.0022007015573375639,0.002200701557337563936817024427361428607752826113519011105572,0.002200701557337563936817024427361428607752826113519011105573,True,interior,True,False,equally_weighted_Pauli_axes,False
419/2000,0.2095,337561/1000000,662439/1000000,1/3,0.70318028685547388,0.58494267039452860,0.584942670394528598111206375519433755721585037075962168908557,0.584942670394528598111206375519433755721585037075962168908558,0.58713690366054396,0.587136903660543962767136131954007017769387778049633717329407,0.587136903660543962767136131954007017769387778049633717329408,0.0021942332660153647,0.002194233266015364655929756434573262047802740973671548420850,0.002194233266015364655929756434573262047802740973671548420851,True,interior,True,False,equally_weighted_Pauli_axes,False
21/100,0.21,841/2500,1659/2500,1/3,0.70425915549733330,0.58457745560315306,0.584577455603153057840675500076058986237662969942882121268301,0.584577455603153057840675500076058986237662969942882121268302,0.58676522099022089,0.586765220990220888184424740764506065178748936201798620002277,0.586765220990220888184424740764506065178748936201798620002278,0.0021877653870678303,0.002187765387067830343749240688447078941085966258916498733975,0.002187765387067830343749240688447078941085966258916498733976,True,interior,True,False,equally_weighted_Pauli_axes,False
421/2000,0.2105,335241/1000000,664759/1000000,1/3,0.70533573004271737,0.58421349942669731,0.584213499426697305559527380295113709586841090785269213999071,0.584213499426697305559527380295113709586841090785269213999072,0.58639479744844774,0.586394797448447735080317703719498609111150609451091174218475,0.586394797448447735080317703719498609111150609451091174218476,0.0021812980217504295,0.002181298021750429520790323424384899524309518665821960219404,0.002181298021750429520790323424384899524309518665821960219405,True,interior,True,False,equally_weighted_Pauli_axes,False
211/1000,0.211,83521/250000,166479/250000,1/3,0.70641001315845841,0.58385079697170211,0.583850796971702110099956707441761925279273808199475037233327,0.583850796971702110099956707441761925279273808199475037233328,0.58602562824221971,0.586025628242219714540117006849491025001440280441608441598793,0.586025628242219714540117006849491025001440280441608441598794,0.0021748312705176044,0.002174831270517604440160299407729099722166472242133404365465,0.002174831270517604440160299407729099722166472242133404365466,True,interior,True,False,equally_weighted_Pauli_axes,False
423/2000,0.2115,332929/1000000,667071/1000000,1/3,0.70748200750262811,0.58348934337299211,0.583489343372992105963023078182032860901322425728248589251653,0.583489343372992105963023078182032860901322425728248589251654,0.58565770860602221,0.585657708606022210186587155345407201557352603981081478295082,0.585657708606022210186587155345407201557352603981081478295083,0.0021683652330301042,0.002168365233030104223564077163374340656030178252832889043428,0.002168365233030104223564077163374340656030178252832889043429,True,interior,True,False,equally_weighted_Pauli_axes,False
53/250,0.212,5184/15625,10441/15625,1/3,0.70855171572456725,0.58312913379347910,0.583129133793479100396919860838321781736928002357504353493048,0.583129133793479100396919860838321781736928002357504353493049,0.58529103380164134,0.585291033801641341783843705310673578068148835400845969294055,0.585291033801641341783843705310673578068148835400845969294056,0.0021619000081622414,0.002161900008162241386923844472351796331220833043341615801007,0.002161900008162241386923844472351796331220833043341615801008,True,interior,True,False,equally_weighted_Pauli_axes,False
17/80,0.2125,529/1600,1071/1600,1/3,0.70961914046491538,0.58277016342396705,0.582770163423967048216858874144558388923283607966054440588163,0.582770163423967048216858874144558388923283607966054440588164,0.58492559911797612,0.584925599117976120869095029254687654451667985253140257049063,0.584925599117976120869095029254687654451667985253140257049064,0.0021554356940090727,0.002155435694009072652236155110129265528384377287085816460899,0.002155435694009072652236155110129265528384377287085816460900,True,interior,True,False,equally_weighted_Pauli_axes,False
213/1000,0.213,82369/250000,167631/250000,1/3,0.71068428435564021,0.58241242748295868,0.582412427482958677975625395187174381463425758534439099770184,0.582412427482958677975625395187174381463425758534439099770185,0.58456139987085218,0.584561399870852182906247372016841829341281757108073369559459,0.584561399870852182906247372016841829341281757108073369559460,0.0021489723878935049,0.002148972387893504930621976829667447877855998573634269789275,0.002148972387893504930621976829667447877855998573634269789276,True,interior,True,False,equally_weighted_Pauli_axes,False
427/2000,0.2135,328329/1000000,671671/1000000,1/3,0.71174715002006703,0.58205592121646375,0.582055921216463753278175249891949171621445214034090848447032,0.582055921216463753278175249891949171621445214034090848447033,0.58419843140283708,0.584198431402837080628200349029435836309835190947925007207309,0.584198431402837080628200349029435836309835190947925007207310,0.0021425101863733274,0.002142510186373327350025099137486664688389976913834158760277,0.002142510186373327350025099137486664688389976913834158760278,True,interior,True,False,equally_weighted_Pauli_axes,False
107/500,0.214,20449/62500,42051/62500,1/3,0.71280774007290781,0.58170063989780895,0.581700639897808953215636051322771862716763553095640949864463,0.581700639897808953215636051322771862716763553095640949864464,0.58383668908305712,0.583836689083057123405314828417526340467625349760729132579775,0.583836689083057123405314828417526340467625349760729132579776,0.0021360491852481702,0.002136049185248170189678777094754477750861796665088182715311,0.002136049185248170189678777094754477750861796665088182715312,True,interior,True,False,equally_weighted_Pauli_axes,False
429/2000,0.2145,326041/1000000,673959/1000000,1/3,0.71386605712029035,0.58134657882744936,0.581346578827449356073770646146816446753407099313392723469785,0.581346578827449356073770646146816446753407099313392723469786,0.58347616830701575,0.583476168307015747646057654530293910262529375027023047207651,0.583476168307015747646057654530293910262529375027023047207652,0.0021295894795663916,0.002129589479566391572287008383477463509122275713630323737866,0.002129589479566391572287008383477463509122275713630323737867,True,interior,True,False,equally_weighted_Pauli_axes,False
43/200,0.215,3249/10000,6751/10000,1/3,0.71492210375978713,0.58099373333278151,0.580993733332781510648394613944653317809750436790143181075372,0.580993733332781510648394613944653317809750436790143181075373,0.58311686449641340,0.583116864496413403402247487087154754338668521722720586380735,0.583116864496413403402247487087154754338668521722720586380736,0.0021231311636318928,0.002123131163631892753852873142501436528918084932577405305363,0.002123131163631892753852873142501436528918084932577405305364,True,interior,True,False,equally_weighted_Pauli_axes,False
431/2000,0.2155,323761/1000000,676239/1000000,1/3,0.71597588258044411,0.58064209876795808,0.580642098767958079675442850175299475267980843036217430841147,0.580642098767958079675442850175299475267980843036217430841148,0.58275877309896894,0.582758773098968942515672270651590907591890754694787352703260,0.582758773098968942515672270651590907591890754694787352703261,0.0021166743310108628,0.002116674331010862840229420476291432323909911658569921862112,0.002116674331010862840229420476291432323909911658569921862113,True,interior,True,False,equally_weighted_Pauli_axes,False
27/125,0.216,5041/15625,10584/15625,1/3,0.71702739616280936,0.58029167051370404,0.580291670513704040056383978899407918943815211347403497424657,0.580291670513704040056383978899407918943815211347403497424658,0.58240188958824249,0.582401889588242493805150194006919351443883717289642065692209,0.582401889588242493805150194006919351443883717289642065692210,0.0021102190745384537,0.002110219074538453748766215107511432500068505942238568267551,0.002110219074538453748766215107511432500068505942238568267552,True,interior,True,False,equally_weighted_Pauli_axes,False
433/2000,0.2165,321489/1000000,678511/1000000,1/3,0.71807664707896160,0.57994244397713442,0.579942443977134424730516236069222300131112145077001557728978,0.579942443977134424730516236069222300131112145077001557728979,0.58204620946345981,0.582046209463459810953390692876253513451244660366663015265968,0.582046209463459810953390692876253513451244660366663015265969,0.0021037654863253862,0.002103765486325386222874456807031213320132515289661457536989,0.002103765486325386222874456807031213320132515289661457536990,True,interior,True,False,equally_weighted_Pauli_axes,False
217/1000,0.217,80089/250000,169911/250000,1/3,0.71912363789253853,0.57959441459157359,0.579594414591573591214374719425408246600794945059500760157421,0.579594414591573591214374719425408246600794945059500760157422,0.58169172824933808,0.581691728249338078911307908475691965204425189402401180226874,0.581691728249338078911307908475691965204425189402401180226875,0.0020973136577644877,0.002097313657764487696933189050283718603630244342900420069453,0.002097313657764487696933189050283718603630244342900420069454,True,interior,True,False,equally_weighted_Pauli_axes,False
87/400,0.2175,12769/40000,27231/40000,1/3,0.72016837115876509,0.57924757781637600,0.579247577816376001995067236598728497077712713491124229602001,0.579247577816376001995067236598728497077712713491124229602002,0.58133844149591316,0.581338441495913164793773433366595153835828000303102849333357,0.581338441495913164793773433366595153835828000303102849333358,0.0020908636795371628,0.002090863679537162798706196767866656758115286811978619731355,0.002090863679537162798706196767866656758115286811978619731356,True,interior,True,False,equally_weighted_Pauli_axes,False
109/500,0.218,19881/62500,42619/62500,1/3,0.72121084942448155,0.57890192913674850,0.578901929136748502128863665067568035218593721834787381911775,0.578901929136748502128863665067568035218593721834787381911776,0.58098634477836830,0.580986344778368299395195135266321055889551562975021319157362,0.580986344778368299395195135266321055889551562975021319157363,0.0020844156416197973,0.002084415641619797266331470198753020670957841140233937245586,0.002084415641619797266331470198753020670957841140233937245587,True,interior,True,False,equally_weighted_Pauli_axes,False
437/2000,0.2185,316969/1000000,683031/1000000,1/3,0.72225107522817149,0.57855746406357408,0.578557464063574079558820586251485204304386536738402420513480,0.578557464063574079558820586251485204304386536738402420513481,0.58063543369686418,0.580635433696864175605800921540763848572827828588488663630988,0.580635433696864175605800921540763848572827828588488663630989,0.0020779696332900960,0.002077969633290096046980335289278644268441291850086243117507,0.002077969633290096046980335289278644268441291850086243117508,True,interior,True,False,equally_weighted_Pauli_axes,False
219/1000,0.219,78961/250000,171039/250000,1/3,0.72328905109998962,0.57821417813323709,0.578214178133237093825657352627268244473569384248554699310274,0.578214178133237093825657352627268244473569384248554699310275,0.58028570387637045,0.580285703876370450160116663767364239490912517723746369988106,0.580285703876370450160116663767364239490912517723746369988107,0.0020715257431333563,0.002071525743133356334459311140095995017343133475191670677831,0.002071525743133356334459311140095995017343133475191670677832,True,interior,True,False,equally_weighted_Pauli_axes,False
439/2000,0.2195,314721/1000000,685279/1000000,1/3,0.72432477956178950,0.57787206690744996,0.577872066907449959004539641333308147118604127608980166076041,0.577872066907449959004539641333308147118604127608980166076042,0.57993715096649864,0.579937150966498635297881920422411799384291104764696103199190,0.579937150966498635297881920422411799384291104764696103199191,0.0020650840590486763,0.002065084059048676293342279089103652265686977155715937123149,0.002065084059048676293342279089103652265686977155715937123150,True,interior,True,False,equally_weighted_Pauli_axes,False
11/50,0.22,196/625,429/625,1/3,0.72535826312715112,0.57753112597308127,0.577531125973081266856899466015565799296187832112822928271682,0.577531125973081266856899466015565799296187832112822928271683,0.57958977064133637,0.579589770641336367064570965950778191743800340564629735207563,0.579589770641336367064570965950778191743800340564629735207564,0.0020586446682551002,0.002058644668255100207671499935212392447612508451806806935881,0.002058644668255100207671499935212392447612508451806806935882,True,interior,True,False,equally_weighted_Pauli_axes,False
441/2000,0.2205,312481/1000000,687519/1000000,1/3,0.72638950430140831,0.57719135094198534,0.577191350941985336340953669154661180774012768643281261383551,0.577191350941985336340953669154661180774012768643281261383552,0.57924355859928304,0.579243558599283037123804964258224646812401032277968885024124,0.579243558599283037123804964258224646812401032277968885024125,0.0020522076572977008,0.002052207657297700782851295103563466038388263634687623640572,0.002052207657297700782851295103563466038388263634687623640573,True,interior,True,False,equally_weighted_Pauli_axes,False
221/1000,0.221,77841/250000,172159/250000,1/3,0.72741850558167608,0.57685273745083318,0.576852737450833175777202797935627954735235135952746722238273,0.576852737450833175777202797935627954735235135952746722238274,0.57889851056288678,0.578898510562886775097278546809366275759351367246223533216099,0.578898510562886775097278546809366275759351367246223533216100,0.0020457731120535993,0.002045773112053599320075748873738321024116231293476810977825,0.002045773112053599320075748873738321024116231293476810977826,True,interior,True,False,equally_weighted_Pauli_axes,False
443/2000,0.2215,310249/1000000,689751/1000000,1/3,0.72844526945687781,0.57651528116094484,0.576515281160944844115925272430659494505369925555199618229083,0.576515281160944844115925272430659494505369925555199618229084,0.57855462227868277,0.578554622278682768589404833681164846192451714355004553356145,0.578554622278682768589404833681164846192451714355004553356146,0.0020393411177379245,0.002039341117737924473479561250505351687081788799804935127061,0.002039341117737924473479561250505351687081788799804935127062,True,interior,True,False,equally_weighted_Pauli_axes,False
111/500,0.222,19321/62500,43179/62500,1/3,0.72946979840777228,0.57617897775812320,0.576178977758123197902553783072675406367863815913624621421759,0.576178977758123197902553783072675406367863815913624621421760,0.57821188951703291,0.578211889517032908193730970681470514515951151958355686922928,0.578211889517032908193730970681470514515951151958355686922929,0.0020329117589097103,0.002032911758909710291177187608795108148087336044731065501168,0.002032911758909710291177187608795108148087336044731065501169,True,interior,True,False,equally_weighted_Pauli_axes,False
89/400,0.2225,12321/40000,27679/40000,1/3,0.73049209490698061,0.57584382295248901,0.575843822952489010683857412305167905486131484065908591352122,0.575843822952489010683857412305167905486131484065908591352123,0.57787030807196674,0.577870308071966744916315090389732628852908991210594907394562,0.577870308071966744916315090389732628852908991210594907394563,0.0020264851194777342,0.002026485119477734232457678084564723366777507144686316042440,0.002026485119477734232457678084564723366777507144686316042441,True,interior,True,False,equally_weighted_Pauli_axes,False
223/1000,0.223,76729/250000,173271/250000,1/3,0.73151216141901308,0.57550981247831745,0.575509812478317451743079186104745332930382020133305579270801,0.575509812478317451743079186104745332930382020133305579270802,0.57752987376102375,0.577529873761023747587708431749286257198333869952351990782667,0.577529873761023747587708431749286257198333869952351990782668,0.0020200612827062958,0.002020061282706295844629245644540924267951849819046411511865,0.002020061282706295844629245644540924267951849819046411511866,True,interior,True,False,equally_weighted_Pauli_axes,False
447/2000,0.2235,305809/1000000,694191/1000000,1/3,0.73253000040029579,0.57517694209387591,0.575176942093875911195619370290469622309035352249366552752889,0.575176942093875911195619370290469622309035352249366552752890,0.57719058242509685,0.577190582425096847969976018029100103661437110563837663377121,0.577190582425096847969976018029100103661437110563837663377122,0.0020136403312209368,0.002013640331220936774356647738630481352401758314471110624232,0.002013640331220936774356647738630481352401758314471110624233,True,interior,True,False,equally_weighted_Pauli_axes,False
28/125,0.224,4761/15625,10864/15625,1/3,0.73354561429919718,0.57484520758126316,0.574845207581263158618534208148711347456473763071628750616011,0.574845207581263158618534208148711347456473763071628750616012,0.57685242992827726,0.576852429928277261398338302936442249580898931125711633997027,0.576852429928277261398338302936442249580898931125711633997028,0.0020072223470141028,0.002007222347014102779804094787730902124425168054082883381015,0.002007222347014102779804094787730902124425168054082883381016,True,interior,True,False,equally_weighted_Pauli_axes,False
449/2000,0.2245,303601/1000000,696399/1000000,1/3,0.73455900555605451,0.57451460474624982,0.574514604746249822527061958467886524230658857426881019408436,0.574514604746249822527061958467886524230658857426881019408437,0.57651541215770057,0.576515412157700570928546721240901791053435822963009215347589,0.576515412157700570928546721240901791053435822963009215347590,0.0020008074114507484,0.002000807411450748401484762773015266822776965536128195939153,0.002000807411450748401484762773015266822776965536128195939154,True,interior,True,False,equally_weighted_Pauli_axes,False
9/40,0.225,121/400,279/400,1/3,0.73557017660320013,0.57418512941812018,0.574185129418120178149616685681469744740925528945709322424912,0.574185129418120178149616685681469744740925528945709322424913,0.57617952502339406,0.576179525023394063091039966203626387406379851948481663526040,0.576179525023394063091039966203626387406379851948481663526041,0.0019943956052738849,0.001994395605273884941423280522156642665454323002772341101128,0.001994395605273884941423280522156642665454323002772341101129,True,interior,True,False,equally_weighted_Pauli_axes,False
451/2000,0.2255,301401/1000000,698599/1000000,1/3,0.73657912986498764,0.57385677744951523,0.573856777449515231089228571944760157612958189136019201605203,0.573856777449515231089228571944760157612958189136019201605204,0.57584476445812530,0.575844764458125303481286580353618054735566576022512649866480,0.575844764458125303481286580353618054735566576022512649866481,0.0019879870086100724,0.001987987008610072392058008408857897122608386886493448261277,0.001987987008610072392058008408857897122608386886493448261278,True,interior,True,False,equally_weighted_Pauli_axes,False
