epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
227/2000,0.1135,597529/1000000,402471/1000000,1/3,0.44974479217789763,0.68652279116999695,0.686522791169996945532853724044325484780809710311327498337562,0.686522791169996945532853724044325484780809710311327498337563,0.68977657681234863,0.689776576812348625488844834229425484640308412684678266725086,0.689776576812348625488844834229425484640308412684678266725087,0.0032537856423516800,0.003253785642351679955991110185099999859498702373350768387523,0.003253785642351679955991110185099999859498702373350768387524,True,interior,True,False,equally_weighted_Pauli_axes,False
57/500,0.114,37249/62500,25251/62500,1/3,0.45132616827262830,0.68577425817298552,0.685774258172985521726943913426733501414839573539734985960464,0.685774258172985521726943913426733501414839573539734985960465,0.68902499097787389,0.689024990977873892560613510216642568853004258960576108618619,0.689024990977873892560613510216642568853004258960576108618620,0.0032507328048883708,0.003250732804888370833669596789909067438164685420841122658155,0.003250732804888370833669596789909067438164685420841122658156,True,interior,True,False,equally_weighted_Pauli_axes,False
229/2000,0.1145,594441/1000000,405559/1000000,1/3,0.45290452976353382,0.68502883940330727,0.685028839403307272113502534822800688861568758964428577161257,0.685028839403307272113502534822800688861568758964428577161258,0.68827646931677893,0.688276469316778927052730221667056733485911904103603523769889,0.688276469316778927052730221667056733485911904103603523769890,0.0032476299134716549,0.003247629913471654939227686844256044624343145139174946608632,0.003247629913471654939227686844256044624343145139174946608633,True,interior,True,False,equally_weighted_Pauli_axes,False
23/200,0.115,5929/10000,4071/10000,1/3,0.45447988178021743,0.68428651722876081,0.684286517228760814066358695598542671976988404368845787115937,0.684286517228760814066358695598542671976988404368845787115938,0.68753099477460310,0.687530994774603098102710723074265672988118644817624742130361,0.687530994774603098102710723074265672988118644817624742130362,0.0032444775458422840,0.003244477545842284036352027475723001011130240448778955014423,0.003244477545842284036352027475723001011130240448778955014424,True,interior,True,False,equally_weighted_Pauli_axes,False
231/2000,0.1155,591361/1000000,408639/1000000,1/3,0.45605222943386710,0.68354727415408269,0.683547274154082685757798101916164721749983083118716223007554,0.683547274154082685757798101916164721749983083118716223007555,0.68678855042776425,0.686788550427764251339851746119736488580755038384044655113678,0.686788550427764251339851746119736488580755038384044655113679,0.0032412762736815656,0.003241276273681565582053644203571766830771955265328432106123,0.003241276273681565582053644203571766830771955265328432106124,True,interior,True,False,equally_weighted_Pauli_axes,False
29/250,0.116,9216/15625,6409/15625,1/3,0.45762157781733558,0.68281109281962568,0.682811092819625676872584080426548287452431439589716680556922,0.682811092819625676872584080426548287452431439589716680556923,0.68604911948231104,0.686049119482311042939532130591927963382364221814801340230949,0.686049119482311042939532130591927963382364221814801340230950,0.0032380266626853661,0.003238026662685366066948050165379675929932782225084659674027,0.003238026662685366066948050165379675929932782225084659674028,True,interior,True,False,equally_weighted_Pauli_axes,False
233/2000,0.1165,588289/1000000,411711/1000000,1/3,0.45918793200521991,0.68207795600005248,0.682077956000052475827026879346426305018256121570400448659312,0.682077956000052475827026879346426305018256121570400448659313,0.68531268527268956,0.685312685272689556114391417464849192220668398429818665119290,0.685312685272689556114391417464849192220668398429818665119291,0.0032347292726370803,0.003234729272637080287364538118422887202412276859418216459977,0.003234729272637080287364538118422887202412276859418216459978,True,interior,True,False,equally_weighted_Pauli_axes,False
117/1000,0.117,146689/250000,103311/250000,1/3,0.46075129705394059,0.68134784660304443,0.681347846603044426822032724251725996617192384449357647370980,0.681347846603044426822032724251725996617192384449357647370981,0.68457923126052401,0.684579231260524009673708850488638954744669817925173783810065,0.684579231260524009673708850488638954744669817925173783810066,0.0032313846574795829,0.003231384657479582851676126236912958127477433475816136439084,0.003231384657479582851676126236912958127477433475816136439085,True,interior,True,False,equally_weighted_Pauli_axes,False
47/400,0.1175,23409/40000,16591/40000,1/3,0.46231167800182023,0.68062074766802519,0.680620747668025193240764375032856266800244673080869179550442,0.680620747668025193240764375032856266800244673080869179550443,0.68384874103341137,0.683848741033411371177407600910035332848187962772046395904607,0.683848741033411371177407600910035332848187962772046395904608,0.0032279933653861779,0.003227993365386177936643225877179066047943289691177216354164,0.003227993365386177936643225877179066047943289691177216354165,True,interior,True,False,equally_weighted_Pauli_axes,False
59/500,0.118,36481/62500,26019/62500,1/3,0.46386907986916181,0.67989664236489913,0.679896642364899127028244069322140998099885156775088578903953,0.679896642364899127028244069322140998099885156775088578903954,0.68312119830372969,0.683121198303729690056771240735151530679389598733964162930022,0.683121198303729690056771240735151530679389598733964162930023,0.0032245559388305630,0.003224555938830563028527171413010532579504441958875584026069,0.003224555938830563028527171413010532579504441958875584026070,True,interior,True,False,equally_weighted_Pauli_axes,False
237/2000,0.1185,582169/1000000,417831/1000000,1/3,0.46542350765832646,0.67917551399280415,0.679175513992804146762982185199430174594224569085156276956669,0.679175513992804146762982185199430174594224569085156276956670,0.68239658690745997,0.682396586907459968871118389223896674329137391281786509288449,0.682396586907459968871118389223896674329137391281786509288450,0.0032210729146558221,0.003221072914655822108136204024466499734912822196630232331780,0.003221072914655822108136204024466499734912822196630232331781,True,interior,True,False,equally_weighted_Pauli_axes,False
119/1000,0.119,145161/250000,104839/250000,1/3,0.46697496635381086,0.67845734597887893,0.678457345978878930150552958859875410672370783639794159238135,0.678457345978878930150552958859875410672370783639794159238136,0.68167489080302139,0.681674890803021393619253920706747393565101513977980149589529,0.681674890803021393619253920706747393565101513977980149589530,0.0032175448241424635,0.003217544824142463468700961846871982892730730338185990351393,0.003217544824142463468700961846871982892730730338185990351394,True,interior,True,False,equally_weighted_Pauli_axes,False
239/2000,0.1195,579121/1000000,420879/1000000,1/3,0.46852346092232417,0.67774212187704423,0.677742121877044229636972712453219871066681057005015127416814,0.677742121877044229636972712453219871066681057005015127416815,0.68095609407011975,0.680956094070119746727398995510948894534353400108066580184571,0.680956094070119746727398995510948894534353400108066580184572,0.0032139721930755171,0.003213972193075517090426283057729023467672343103051452767756,0.003213972193075517090426283057729023467672343103051452767757,True,interior,True,False,equally_weighted_Pauli_axes,False
3/25,0.12,361/625,264/625,1/3,0.47006899631286457,0.67702982536679812,0.677029825366798122756755655297191426735735799165381772789339,0.677029825366798122756755655297191426735735799165381772789340,0.68024018090860883,0.680240180908608828992376706520432845590931471467800877541588,0.680240180908608828992376706520432845590931471467800877541589,0.0032103555418107062,0.003210355541810706235621051223241418855195672302419104752248,0.003210355541810706235621051223241418855195672302419104752249,True,interior,True,False,equally_weighted_Pauli_axes,False
241/2000,0.1205,576081/1000000,423919/1000000,1/3,0.47161157745679531,0.67632044025202501,0.676320440252025011697596084276184472778755611002328304940952,0.676320440252025011697596084276184472778755611002328304940953,0.67952713563736472,0.679527135637364719370956388530912120585183138781758450795576,0.679527135637364719370956388530912120585183138781758450795577,0.0032066953853397077,0.003206695385339707673360304254727647806427527779430145854624,0.003206695385339707673360304254727647806427527779430145854625,True,interior,True,False,equally_weighted_Pauli_axes,False
121/1000,0.121,143641/250000,106359/250000,1/3,0.47315120926792041,0.67561395045981819,0.675613950459818189381702158764091433181800603158162293261438,0.675613950459818189381702158764091433181800603158162293261439,0.67881694269317270,0.678816942693172704074280912376492357974073918274610871322268,0.678816942693172704074280912376492357974073918274610871322269,0.0032029922333545147,0.003202992233354514692578753612400924792273315116448578060829,0.003202992233354514692578753612400924792273315116448578060830,True,interior,True,False,equally_weighted_Pauli_axes,False
243/2000,0.1215,573049/1000000,426951/1000000,1/3,0.47468789664255994,0.67491034003931579,0.674910340039315792133814020520370952832838378830871299606816,0.674910340039315792133814020520370952832838378830871299606817,0.67810958662962671,0.678109586629626708951043505833962801072063196871558429226017,0.678109586629626708951043505833962801072063196871558429226018,0.0031992465903109168,0.003199246590310916817229485313591848239224818040687129619200,0.003199246590310916817229485313591848239224818040687129619201,True,interior,True,False,equally_weighted_Pauli_axes,False
61/500,0.122,35721/62500,26779/62500,1/3,0.47622164445962481,0.67420959316054996,0.674209593160549961728787203610141516329146873472983933894361,0.674209593160549961728787203610141516329146873472983933894362,0.67740505211604107,0.677405052116041071625352751989614905434517731218638272229548,0.677405052116041071625352751989614905434517731218638272229549,0.0031954589554911099,0.003195458955491109896565548379473389105370857745654338335187,0.003195458955491109896565548379473389105370857745654338335188,True,interior,True,False,equally_weighted_Pauli_axes,False
49/400,0.1225,22801/40000,17199/40000,1/3,0.47775245758069123,0.67351169411330904,0.673511694113309042288201480513727507728199263554573549147003,0.673511694113309042288201480513727507728199263554573549147004,0.67670332393637449,0.676703323936374492295818755098558677772169948615195839943037,0.676703323936374492295818755098558677772169948615195839943038,0.0031916298230654500,0.003191629823065450007617274584831170043970685060622290796033,0.003191629823065450007617274584831170043970685060622290796034,True,interior,True,False,equally_weighted_Pauli_axes,False
123/1000,0.123,142129/250000,107871/250000,1/3,0.47928034085007469,0.67281662730601264,0.672816627306012640126637505491841083746192860634640203525157,0.672816627306012640126637505491841083746192860634640203525158,0.67600438698816600,0.676004386988166004502086145562401292306970990131264677435690,0.676004386988166004502086145562401292306970990131264677435691,0.0031877596821533644,0.003187759682153364375448640070560208560778129496624473910532,0.003187759682153364375448640070560208560778129496624473910533,True,interior,True,False,equally_weighted_Pauli_axes,False
247/2000,0.1235,567009/1000000,432991/1000000,1/3,0.48080529909490361,0.67212437726459938,0.672124377264599377234902789178172762905878506203095270100885,0.672124377264599377234902789178172762905878506203095270100886,0.67530822628148281,0.675308226281482809524590862667694976868169102988628644796675,0.675308226281482809524590862667694976868169102988628644796676,0.0031838490168834323,0.003183849016883432289688073489522213962290596785533374695790,0.003183849016883432289688073489522213962290596785533374695791,True,interior,True,False,equally_weighted_Pauli_axes,False
31/250,0.124,8836/15625,6789/15625,1/3,0.48232733712519254,0.67143492863142717,0.671434928631427171630420976968841586824421249867402056259951,0.671434928631427171630420976968841586824421249867402056259952,0.67461482693787982,0.674614826937879820403472234207433669630098295422112208957355,0.674614826937879820403472234207433669630098295422112208957356,0.0031798983064526488,0.003179898306452648773051257238592082805677045554710152697403,0.003179898306452648773051257238592082805677045554710152697404,True,interior,True,False,equally_weighted_Pauli_axes,False
249/2000,0.1245,564001/1000000,435999/1000000,1/3,0.48384645973391491,0.67074826616418588,0.670748266164185880305043175842766206370221364548962832963077,0.670748266164185880305043175842766206370221364548962832963078,0.67392417418937076,0.673924174189370763844059323748713641460619423663108941665982,0.673924174189370763844059323748713641460619423663108941665983,0.0031759080251848835,0.003175908025184883539016147905947435090398059114146108702904,0.003175908025184883539016147905947435090398059114146108702905,True,interior,True,False,equally_weighted_Pauli_axes,False
1/8,0.125,9/16,7/16,1/3,0.48536267169707548,0.67006437473482214,0.670064374734822142958499394615445998718520332858118779662749,0.670064374734822142958499394615445998718520332858118779662750,0.67323625337741069,0.673236253377410690519885562961170525188450917813415761283693,0.673236253377410690519885562961170525188450917813415761283694,0.0031718786425885476,0.003171878642588547561386168345724526469930584955296981620944,0.003171878642588547561386168345724526469930584955296981620945,True,interior,True,False,equally_weighted_Pauli_axes,False
251/2000,0.1255,561001/1000000,438999/1000000,1/3,0.48687597777378235,0.66938323932847627,0.669383239328476267122367770781763732768560456939346592867792,0.669383239328476267122367770781763732768560456939346592867793,0.67255104995188975,0.672551049951889746490468546510819081419927919794486214417562,0.672551049951889746490468546510819081419927919794486214417563,0.0031678106234134794,0.003167810623413479368100775729055348651367462855139621549769,0.003167810623413479368100775729055348651367462855139621549770,True,interior,True,False,equally_weighted_Pauli_axes,False
63/500,0.126,34969/62500,27531/62500,1/3,0.48838638270631851,0.66870484504243100,0.668704845042430997655568785600611231412438414541300779271407,0.668704845042430997655568785600611231412438414541300779271408,0.67186854947013806,0.671868549470138060620808574121627515441237519964778321193132,0.671868549470138060620808574121627515441237519964778321193133,0.0031637044277070630,0.003163704427707062965239788521016284028799105423477541921725,0.003163704427707062965239788521016284028799105423477541921726,True,interior,True,False,equally_weighted_Pauli_axes,False
253/2000,0.1265,558009/1000000,441991/1000000,1/3,0.48989389122021314,0.66802917708507202,0.668029177085072015928745003078531724788787009693608405746487,0.668029177085072015928745003078531724788787009693608405746488,0.67118873759594161,0.671188737595941605023382240125641411968502728379025031741264,0.671188737595941605023382240125641411968502728379025031741265,0.0031595605108695891,0.003159560510869589094637237047109687179715718685416625994777,0.003159560510869589094637237047109687179715718685416625994778,True,interior,True,False,equally_weighted_Pauli_axes,False
127/1000,0.127,139129/250000,110871/250000,1/3,0.49139850802431234,0.66735622077486002,0.667356220774860016312202496635672890422911758372962055026899,0.667356220774860016312202496635672890422911758372962055026900,0.67051160009856889,0.670511600098568887641994690257537369122574752326946837129266,0.670511600098568887641994690257537369122574752326946837129267,0.0031553793237088713,0.003155379323708871329792193621864478699662993953984782102367,0.003155379323708871329792193621864478699662993953984782102368,True,interior,True,False,equally_weighted_Pauli_axes,False
51/400,0.1275,22201/40000,17799/40000,1/3,0.49290023781084968,0.66668596153931421,0.666685961539314209841091483946122543601188201338561820546276,0.666685961539314209841091483946122543601188201338561820546277,0.66983712285180834,0.669837122851808338160851415346057633637150592723972647698916,0.669837122851808338160851415346057633637150592723972647698917,0.0031511613124941283,0.003151161312494128319759931399935090035962391385410827152640,0.003151161312494128319759931399935090035962391385410827152641,True,interior,True,False,equally_weighted_Pauli_axes,False
16/125,0.128,8649/15625,6976/15625,1/3,0.49439908525551616,0.66601838491400711,0.666018384914007107152899490205059308790066900920631353875374,0.666018384914007107152899490205059308790066900920631353875375,0.66916529183301625,0.669165291833016250452249981387030606890743261501998983428609,0.669165291833016250452249981387030606890743261501998983428610,0.0031469069190091433,0.003146906919009143299350491181971298100676360581367629553235,0.003146906919009143299350491181971298100676360581367629553236,True,interior,True,False,equally_weighted_Pauli_axes,False
257/2000,0.1285,552049/1000000,447951/1000000,1/3,0.49589505501752993,0.66535347654157043,0.665353476541570434976814923504614851995057182839906266207949,0.665353476541570434976814923504614851995057182839906266207950,0.66849609312217515,0.668496093122175146772993561628943407389461464448355893495609,0.668496093122175146772993561628943407389461464448355893495610,0.0031426165806047118,0.003142616580604711796178638124328555394404281608449627287660,0.003142616580604711796178638124328555394404281608449627287661,True,interior,True,False,equally_weighted_Pauli_axes,False
129/1000,0.129,137641/250000,112359/250000,1/3,0.49738815173970558,0.66469122217071204,0.664691222170712042602772518191891000928595747646997341318137,0.664691222170712042602772518191891000928595747646997341318138,0.66782951290096243,0.667829512900962430883598779490531538478502341477230284152616,0.667829512900962430883598779490531538478502341477230284152617,0.0031382907302503883,0.003138290730250388280826261298640537549906593830232942834479,0.003138290730250388280826261298640537549906593830232942834480,True,interior,True,False,equally_weighted_Pauli_axes,False
259/2000,0.1295,549081/1000000,450919/1000000,1/3,0.49887838004852307,0.66403160765524366,0.664031607655243656870681163318877169929698110963755241269808,0.664031607655243656870681163318877169929698110963755241269809,0.66716553745182920,0.667165537451829199196205287326622751186571540039830599062370,0.667165537451829199196205287326622751186571540039830599062371,0.0031339297965855423,0.003133929796585542325524124007745581256873429076075357792561,0.003133929796585542325524124007745581256873429076075357792562,True,interior,True,False,equally_weighted_Pauli_axes,False
13/100,0.13,1369/2500,1131/2500,1/3,0.50036574455419623,0.66337461895311935,0.663374618953119346298112202344767068362089490762717245732792,0.663374618953119346298112202344767068362089490762717245732793,0.66650415315708908,0.666504153157089080957376910964032257139404351836203454732754,0.666504153157089080957376910964032257139404351836203454732755,0.0031295342039697347,0.003129534203969734659264708619265188777314861073486208999961,0.003129534203969734659264708619265188777314861073486208999962,True,interior,True,False,equally_weighted_Pauli_axes,False
261/2000,0.1305,546121/1000000,453879/1000000,1/3,0.50185024985074098,0.66272024212548456,0.662720242125484557008232220443834237022147345392127521529110,0.662720242125484557008232220443834237022147345392127521529111,0.66584534649801698,0.665845346498016980341285677246191663611268825562247354219260,0.665845346498016980341285677246191663611268825562247354219261,0.0031251043725324233,0.003125104372532423333053456802357426589121480170119832690150,0.003125104372532423333053456802357426589121480170119832690151,True,interior,True,False,equally_weighted_Pauli_axes,False
131/1000,0.131,136161/250000,113839/250000,1/3,0.50333190051604307,0.66206846333573559,0.662068463335735585129625604021044093094633742761754112199501,0.662068463335735585129625604021044093094633742761754112199502,0.66518910405395760,0.665189104053957595167650835454077365427030827670907131968595,0.665189104053957595167650835454077365427030827670907131968596,0.0031206407182220100,0.003120640718222010038025231433033272332397084909153019769094,0.003120640718222010038025231433033272332397084909153019769095,True,interior,True,False,equally_weighted_Pauli_axes,False
263/2000,0.1315,543169/1000000,456831/1000000,1/3,0.50481070111192558,0.66141926884858935,0.661419268848589352316483146012158989681688531636493999933248,0.661419268848589352316483146012158989681688531636493999933249,0.66453541250144359,0.664535412501443588767814183788809507915371649954855755219229,0.664535412501443588767814183788809507915371649954855755219230,0.0031161436528542365,0.003116143652854236451331037776650518233683118318361755285981,0.003116143652854236451331037776650518233683118318361755285982,True,interior,True,False,equally_weighted_Pauli_axes,False
33/250,0.132,8464/15625,7161/15625,1/3,0.50628665618421594,0.66077264502916335,0.660772645029163352982035744150567574162958301374227857466625,0.660772645029163352982035744150567574162958301374227857466626,0.66388425861332329,0.663884258613323293302008836470595317644931197654071723921677,0.663884258613323293302008836470595317644931197654071723921678,0.0031116135841599403,0.003111613584159940319973092320027743481972896279843866455052,0.003111613584159940319973092320027743481972896279843866455053,True,interior,True,False,equally_weighted_Pauli_axes,False
53/400,0.1325,21609/40000,18391/40000,1/3,0.50775977026281264,0.66012857834206564,0.660128578342065643750676811726230810879021804455858236295906,0.660128578342065643750676811726230810879021804455858236295907,0.66323562925789782,0.663235629257897824581748584663659954520438900076992933737855,0.663235629257897824581748584663659954520438900076992933737856,0.0031070509158321808,0.003107050915832180831071772937429143641417095621134697441949,0.003107050915832180831071772937429143641417095621134697441950,True,interior,True,False,equally_weighted_Pauli_axes,False
133/1000,0.133,134689/250000,115311/250000,1/3,0.50923004786175159,0.65948705535049475,0.659487055350494747515521618366177398769476217312628955192119,0.659487055350494747515521618366177398769476217312628955192120,0.66258951139806749,0.662589511398067490173846365887037145260611058101145998920663,0.662589511398067490173846365887037145260611058101145998920664,0.0031024560475727427,0.003102456047572742658324747520859746491134840788517043728544,0.003102456047572742658324747520859746491134840788517043728545,True,interior,True,False,equally_weighted_Pauli_axes,False
267/2000,0.1335,537289/1000000,462711/1000000,1/3,0.51069749347927210,0.65884806271534935,0.658848062715349346338763098196244526411704369560143973526314,0.658848062715349346338763098196244526411704369560143973526315,0.66194589209048737,0.661945892090487374257370017660859250407371469333557355865241,0.661945892090487374257370017660859250407371469333557355865242,0.0030978293751380279,0.003097829375138027918606919464614723995667099773413382338926,0.003097829375138027918606919464614723995667099773413382338927,True,interior,True,False,equally_weighted_Pauli_axes,False
67/500,0.134,33489/62500,29011/62500,1/3,0.51216211159788247,0.65821158719434764,0.658211587194347639252657120201089284011126456670441690960510,0.658211587194347639252657120201089284011126456670441690960511,0.66130475848473198,0.661304758484731984372358431894604305066230565451628409226315,0.661304758484731984372358431894604305066230565451628409226316,0.0030931712903843451,0.003093171290384345119701311693515021055104108781186718265805,0.003093171290384345119701311693515021055104108781186718265806,True,interior,True,False,equally_weighted_Pauli_axes,False
269/2000,0.1345,534361/1000000,465639/1000000,1/3,0.51362390668442533,0.65757761564115624,0.657577615641156242809850190633737332955871625590633200377566,0.657577615641156242809850190633737332955871625590633200377567,0.66066609782246885,0.660666097822468846839838664926475414673580643333472801328611,0.660666097822468846839838664926475414673580643333472801328612,0.0030884821813126040,0.003088482181312604029988474292738081717709017742839600951044,0.003088482181312604029988474292738081717709017742839600951045,True,interior,True,False,equally_weighted_Pauli_axes,False
27/200,0.135,5329/10000,4671/10000,1/3,0.51508288319014250,0.65694613500452851,0.656946135004528513993582632818019219690629386362708893023500,0.656946135004528513993582632818019219690629386362708893023501,0.66002989743664094,0.660029897436640939247082158916337063013953687257024522315293,0.660029897436640939247082158916337063013953687257024522315294,0.0030837624321124253,0.003083762432112425253499526098317843323324300894315629291792,0.003083762432112425253499526098317843323324300894315629291793,True,interior,True,False,equally_weighted_Pauli_axes,False
271/2000,0.1355,531441/1000000,468559/1000000,1/3,0.51653904555073962,0.65631713232745218,0.656317132327452176831583484644267822441560255325426679386328,0.656317132327452176831583484644267822441560255325426679386329,0.65939614475065785,0.659396144750657849980584308973014243862050195012889179204401,0.659396144750657849980584308973014243862050195012889179204402,0.0030790124232056731,0.003079012423205673149000824328746421420489939687462499818072,0.003079012423205673149000824328746421420489939687462499818073,True,interior,True,False,equally_weighted_Pauli_axes,False
17/125,0.136,8281/15625,7344/15625,1/3,0.51799239818645032,0.65569059474630614,0.655690594746306135762732351362483262029172757993206171576034,0.655690594746306135762732351362483262029172757993206171576035,0.65876482727759556,0.658764827277595556352405332478888494841318986859803534341306,0.658764827277595556352405332478888494841318986859803534341307,0.0030742325312894206,0.003074232531289420589672981116405232812146228866597362765271,0.003074232531289420589672981116405232812146228866597362765272,True,interior,True,False,equally_weighted_Pauli_axes,False
273/2000,0.1365,528529/1000000,471471/1000000,1/3,0.51944294550210013,0.65506650949002636,0.655066509490026360483300820123338553530302699768563191179835,0.655066509490026360483300820123338553530302699768563191179836,0.65813593261940471,0.658135932619404714403721972784048827116761442051717744433545,0.658135932619404714403721972784048827116761442051717744433546,0.0030694231293783539,0.003069423129378353920421152660710273586458742283154553253710,0.003069423129378353920421152660710273586458742283154553253711,True,interior,True,False,equally_weighted_Pauli_axes,False
137/1000,0.137,131769/250000,118231/250000,1/3,0.52089069188717003,0.65444486387928073,0.654444863879280728650294455877306701957902766198113831759769,0.654444863879280728650294455877306701957902766198113831759770,0.65750944846612735,0.657509448466127354983150443908470432724604561052057914654965,0.657509448466127354983150443908470432724604561052057914654966,0.0030645845868466263,0.003064584586846626332855988031163730766701794853944082895195,0.003064584586846626332855988031163730766701794853944082895196,True,interior,True,False,equally_weighted_Pauli_axes,False
11/80,0.1375,841/1600,759/1600,1/3,0.52233564171585962,0.65382564532565271,0.653825645325652714443578844278209897105852821485786209732104,0.653825645325652714443578844278209897105852821485786209732105,0.65688536259512188,0.656885362595121882187044061982543871862958722362673961978850,0.656885362595121882187044061982543871862958722362673961978851,0.0030597172694691677,0.003059717269469167743465217704333974757105900876887752246746,0.003059717269469167743465217704333974757105900876887752246747,True,interior,True,False,equally_weighted_Pauli_axes,False
69/500,0.138,32761/62500,29739/62500,1/3,0.52377779934714999,0.65320884133083381,0.653208841330833812586563137796943463416173100107637190125965,0.653208841330833812586563137796943463416173100107637190125966,0.65626366287029627,0.656263662870296271714968681053615538757497221155769443144882,0.656263662870296271714968681053615538757497221155769443144883,0.0030548215394624591,0.003054821539462459128405543256672075341324121048132253018917,0.003054821539462459128405543256672075341324121048132253018918,True,interior,True,False,equally_weighted_Pauli_axes,False
277/2000,0.1385,522729/1000000,477271/1000000,1/3,0.52521716912486625,0.65259443948582459,0.652594439485824588997696333561834336586089002464133745742814,0.652594439485824588997696333561834336586089002464133745742815,0.65564433724134937,0.655644337241349368136331603496327271423718377081921144872826,0.655644337241349368136331603496327271423718377081921144872827,0.0030498977555247791,0.003049897755524779138635269934492934837629374617787399130012,0.003049897755524779138635269934492934837629374617787399130013,True,interior,True,False,equally_weighted_Pauli_axes,False
139/1000,0.139,130321/250000,119679/250000,1/3,0.52665375537773969,0.65198242747014425,0.651982427470144250792360226128918330140167323116910267350834,0.651982427470144250792360226128918330140167323116910267350835,0.65502737374302018,0.655027373743020181484093269585072904353847092222080296100586,0.655027373743020181484093269585072904353847092222080296100587,0.0030449462728759307,0.003044946272875930691733043456154574213679769105170028749751,0.003044946272875930691733043456154574213679769105170028749752,True,interior,True,False,equally_weighted_Pauli_axes,False
279/2000,0.1395,519841/1000000,480159/1000000,1/3,0.52808756241946967,0.65137279305104863,0.651372793051048629877364912724006441184081132185763819833156,0.651372793051048629877364912724006441184081132185763819833157,0.65441276049434508,0.654412760494345084989026070314702936128814212912202080332716,0.654412760494345084989026070314702936128814212912202080332717,0.0030399674432964551,0.003039967443296455111661157590696494944733080726438260499560,0.003039967443296455111661157590696494944733080726438260499561,True,interior,True,False,equally_weighted_Pauli_axes,False
7/50,0.14,324/625,301/625,1/3,0.52951859454878513,0.65076552408275648,0.650765524082756475878605465219273158561321589863298571773157,0.650765524082756475878605465219273158561321589863298571773158,0.65380048569792282,0.653800485697922817143493683838837952720180819204843396833310,0.653800485697922817143493683838837952720180819204843396833311,0.0030349616151663413,0.003034961615166341264888218619564794158859229341544825060152,0.003034961615166341264888218619564794158859229341544825060153,True,interior,True,False,equally_weighted_Pauli_axes,False
281/2000,0.1405,516961/1000000,483039/1000000,1/3,0.53094685604950578,0.65016060850568396,0.650160608505683955616950994860200455432961386879276508855335,0.650160608505683955616950994860200455432961386879276508855336,0.65319053763918719,0.653190537639187192637592470322601139745090952190677051558966,0.653190537639187192637592470322601139745090952190677051558967,0.0030299291335032370,0.003029929133503237020641475462400684312129565311400542703630,0.003029929133503237020641475462400684312129565311400542703631,True,interior,True,False,equally_weighted_Pauli_axes,False
141/1000,0.141,128881/250000,121119/250000,1/3,0.53237235119060297,0.64955803434568726,0.649558034345687257798530565345741103610107188320131006564236,0.649558034345687257798530565345741103610107188320131006564237,0.65258290468568743,0.652582904685687428043101341926509862945952088772832293481671,0.652582904685687428043101341926509862945952088772832293481672,0.0030248703400001702,0.003024870340000170244570776580768759335844900452701286917434,0.003024870340000170244570776580768759335844900452701286917435,True,interior,True,False,equally_weighted_Pauli_axes,False
283/2000,0.1415,514089/1000000,485911/1000000,1/3,0.53379508422626026,0.64895778971331320,0.648957789713313203013666846343327953704415910630764849974251,0.648957789713313203013666846343327953704415910630764849974252,0.65197757528637599,0.651977575286375989432398585896068473036047649055429609412912,0.651977575286375989432398585896068473036047649055429609412913,0.0030197855730627864,0.003019785573062786418731739552740519331631738424664759438660,0.003019785573062786418731739552740519331631738424664759438661,True,interior,True,False,equally_weighted_Pauli_axes,False
71/500,0.142,32041/62500,30459/62500,1/3,0.53521505939593361,0.64835986280305776,0.648359862803057760544192650282885516592065706439423740661947,0.648359862803057760544192650282885516592065706439423740661948,0.65137453797090387,0.651374537970903870410686704713567813995012997317128084774291,0.651374537970903870410686704713567813995012997317128084774292,0.0030146751678461099,0.003014675167846109866494054430682297402947290877704344112343,0.003014675167846109866494054430682297402947290877704344112344,True,interior,True,False,equally_weighted_Pauli_axes,False
57/400,0.1425,20449/40000,19551/40000,1/3,0.53663228092441132,0.64776424189263237,0.647764241892632374862164354197371253303617459813745793477310,0.647764241892632374862164354197371253303617459813745793477311,0.65077378134892321,0.650773781348923210310875854536677334007054360860574016706708,0.650773781348923210310875854536677334007054360860574016706709,0.0030095394562908354,0.003009539456290835448711500339306080703436901046828223229398,0.003009539456290835448711500339306080703436901046828223229399,True,interior,True,False,equally_weighted_Pauli_axes,False
143/1000,0.143,127449/250000,122551/250000,1/3,0.53804675302187359,0.64717091534223801,0.647170915342238006064448820143565405923047589245453824152482,0.647170915342238006064448820143565405923047589245453824152483,0.65017529410939716,0.650175294109397163551662523748730370682555774865179915146771,0.650175294109397163551662523748730370682555774865179915146772,0.0030043787671591575,0.003004378767159157487213703605164964759508185619726090994288,0.003004378767159157487213703605164964759508185619726090994289,True,interior,True,False,equally_weighted_Pauli_axes,False
287/2000,0.1435,508369/1000000,491631/1000000,1/3,0.53945847988395179,0.64657987159384679,0.646579871593846789827688448415467764127178183121862441718853,0.646579871593846789827688448415467764127178183121862441718854,0.64957906501991693,0.649579065019916932391045655971214779714566554133653332697453,0.649579065019916932391045655971214779714566554133653332697454,0.0029991934260701426,0.002999193426070142563357207555747015587388371011790890978599,0.002999193426070142563357207555747015587388371011790890978600,True,interior,True,False,equally_weighted_Pauli_axes,False
